,lat,lon,diam,radius
13160,-4.510610057,-46.6432587,5.34538,2.67269 Kilometer
13161,20.81573134,-58.2273613,5.34453,2.672265 Kilometer
13172,34.80161415,-37.04306731,5.34197,2.670985 Kilometer
13191,20.9748309,-54.3757607,5.33887,2.669435 Kilometer
13200,9.559335796,-36.6092621,5.3364,2.6682 Kilometer
13221,2.454005777,-62.87625977,5.331983,2.6659915 Kilometer
13223,-11.35125848,-69.7291619,5.33157,2.665785 Kilometer
13232,-6.427679888,-29.7985608,5.32826,2.66413 Kilometer
13266,-5.446813904,-44.94037164,5.319639,2.6598195 Kilometer
13298,9.547755424,-67.2573601,5.31385,2.656925 Kilometer
13301,0.346569282,-52.884462,5.31301,2.656505 Kilometer
13304,17.25479986,-26.20722675,5.31244,2.65622 Kilometer
13308,-1.021511312,-23.0231606,5.31225,2.656125 Kilometer
13311,-1.954801135,-40.9129616,5.30999,2.654995 Kilometer
13329,16.6854342,-64.6915642,5.30583,2.652915 Kilometer
13374,4.464087265,-50.3539597,5.29704,2.64852 Kilometer
13404,5.826686667,-22.4594609,5.28572,2.64286 Kilometer
13420,15.94255512,-55.18215824,5.28264,2.64132 Kilometer
13436,-3.848870486,-67.9149605,5.27837,2.639185 Kilometer
13481,13.22700234,-30.66549341,5.26769,2.633845 Kilometer
13506,-1.620271243,-52.3618599,5.26249,2.631245 Kilometer
13507,5.920146755,-66.3179604,5.2622,2.6311 Kilometer
13548,-0.556615129,-45.10257393,5.253176,2.626588 Kilometer
13554,25.61142992,-21.6081597,5.25143,2.625715 Kilometer
13561,4.370416916,-45.5336625,5.24936,2.62468 Kilometer
13566,14.12113451,-39.7327591,5.24808,2.62404 Kilometer
13594,7.897573795,-51.35419724,5.242917,2.6214585 Kilometer
13599,15.44973411,-68.4902627,5.24175,2.620875 Kilometer
13629,9.975985583,-26.4049603,5.23289,2.616445 Kilometer
13632,-6.299299694,-47.8292595,5.23276,2.61638 Kilometer
13664,-7.028299587,-49.0504624,5.22498,2.61249 Kilometer
13691,24.12945768,-59.20078941,5.219425,2.6097125 Kilometer
13692,5.353326847,-65.695562,5.2192,2.6096 Kilometer
13739,28.14102934,-73.3634621,5.2086,2.6043 Kilometer
13741,25.51083089,-32.0355603,5.20788,2.60394 Kilometer
13761,35.48479282,-25.54662386,5.2011,2.60055 Kilometer
13777,-4.844180035,-46.126661,5.19788,2.59894 Kilometer
13788,9.246515637,-40.460859,5.19631,2.598155 Kilometer
13844,20.5795314,-65.5018593,5.18563,2.592815 Kilometer
13883,32.48488971,-30.89939756,5.175304,2.587652 Kilometer
13897,-10.82115904,-48.4985596,5.17088,2.58544 Kilometer
13916,-5.884760057,-66.7876641,5.16667,2.583335 Kilometer
13921,30.43938647,-71.31779738,5.16448,2.58224 Kilometer
13928,28.11002941,-66.2709633,5.1625,2.58125 Kilometer
13948,16.00009985,-21.54542645,5.15471,2.577355 Kilometer
13999,16.52783416,-35.0827614,5.14069,2.570345 Kilometer
14005,12.53853455,-46.6550614,5.1392,2.5696 Kilometer
14027,-10.23235875,-41.441362,5.13348,2.56674 Kilometer
14091,-2.629510991,-43.819162,5.11636,2.55818 Kilometer
14111,10.19563595,-73.3634621,5.1122,2.5561 Kilometer
14178,2.377547736,-67.6624581,5.09524,2.54762 Kilometer
14183,6.884564252,-68.37990962,5.093587,2.5467935 Kilometer
14190,8.428406471,-73.8683602,5.09115,2.545575 Kilometer
14254,7.884536137,-40.5195595,5.07345,2.536725 Kilometer
14261,-6.015227664,-60.23319291,5.07132,2.53566 Kilometer
14266,11.23246743,-28.54009291,5.07034,2.53517 Kilometer
14281,20.56303318,-44.8466622,5.06689,2.533445 Kilometer
14331,10.88263513,-69.406263,5.0542,2.5271 Kilometer
14389,-6.742660006,-57.3642594,5.03986,2.51993 Kilometer
14397,34.33455053,-47.98768147,5.03809,2.519045 Kilometer
14425,12.21163529,-68.1027581,5.03032,2.51516 Kilometer
14435,17.26040041,-21.73332695,5.02794,2.51397 Kilometer
14465,-10.08785921,-74.3967568,5.02066,2.51033 Kilometer
14482,31.47788391,-29.12584992,5.01585,2.507925 Kilometer
14506,17.94673349,-50.7472588,5.00866,2.50433 Kilometer
14510,5.329947176,-27.2093598,5.00703,2.503515 Kilometer
14520,18.08073426,-50.5241601,5.00485,2.502425 Kilometer
