,lat,lon,diam,radius
14471,0.459314,-52.467893,11.326973,5.6634865 Kilometer
14475,33.492987,-57.181817,11.324841,5.6624205 Kilometer
14492,-11.27834,-42.472253,11.315343,5.6576715 Kilometer
14505,19.736012,-21.619862,11.309846,5.654923 Kilometer
14519,15.971529,-68.276227,11.302823,5.6514115 Kilometer
14539,-6.18324,-74.127418,11.291004,5.645502 Kilometer
14549,-7.098212,-39.32176,11.284673,5.6423365 Kilometer
14579,17.353514,-27.256361,11.260362,5.630181 Kilometer
14589,19.706756,-27.571997,11.251323,5.6256615 Kilometer
14594,3.597194,-32.399561,11.246174,5.623087 Kilometer
14603,-8.668539,-44.06576,11.241967,5.6209835 Kilometer
14611,6.164365,-74.567557,11.238698,5.619349 Kilometer
14642,32.9477,-53.912461,11.216939,5.6084695 Kilometer
14645,-2.265807,-60.656341,11.215856,5.607928 Kilometer
14655,10.28761,-62.104549,11.209454,5.604727 Kilometer
14687,29.181796,-54.15856,11.18623,5.593115 Kilometer
14698,-9.480279,-62.002562,11.179156,5.589578 Kilometer
14707,-7.941769,-70.057251,11.175904,5.587952 Kilometer
14719,13.293921,-40.76026,11.169556,5.584778 Kilometer
14740,6.4922,-70.650961,11.158765,5.5793825 Kilometer
14758,13.803214,-67.64649,11.144096,5.572048 Kilometer
14777,13.483236,-63.750878,11.133143,5.5665715 Kilometer
14779,35.750562,-72.922476,11.132489,5.5662445 Kilometer
14781,-3.220076,-28.223868,11.130966,5.565483 Kilometer
14806,-7.776942,-66.994539,11.113133,5.5565665 Kilometer
14825,36.44321,-67.485425,11.104633,5.5523165 Kilometer
14827,33.427249,-32.350599,11.099467,5.5497335 Kilometer
14854,7.010472,-54.963569,11.087343,5.5436715 Kilometer
14882,18.693614,-22.946861,11.072946,5.536473 Kilometer
14883,33.697216,-36.8288,11.072503,5.5362515 Kilometer
14889,32.853334,-70.942247,11.070308,5.535154 Kilometer
14899,24.883803,-73.651159,11.066148,5.533074 Kilometer
14901,13.351121,-28.001961,11.065063,5.5325315 Kilometer
14905,-0.704465,-36.380262,11.062673,5.5313365 Kilometer
14906,0.716476,-55.872961,11.062658,5.531329 Kilometer
14929,27.5855,-45.715662,11.047847,5.5239235 Kilometer
14960,-7.34538,-61.067635,11.029763,5.5148815 Kilometer
14968,-8.101213,-56.091877,11.026641,5.5133205 Kilometer
14975,6.21862,-60.267562,11.02331,5.511655 Kilometer
15024,27.350174,-70.67209,10.997141,5.4985705 Kilometer
15037,-4.455325,-66.378395,10.987975,5.4939875 Kilometer
15060,7.943098,-41.370271,10.972626,5.486313 Kilometer
15080,0.968936,-50.75316,10.960962,5.480481 Kilometer
15091,6.881751,-42.738538,10.956702,5.478351 Kilometer
15112,3.268964,-43.819162,10.944767,5.4723835 Kilometer
15116,23.221608,-26.23476,10.941551,5.4707755 Kilometer
15121,23.259307,-43.032461,10.938443,5.4692215 Kilometer
15136,5.651089,-59.551242,10.931296,5.465648 Kilometer
15145,29.224763,-23.865214,10.925595,5.4627975 Kilometer
15150,31.186652,-74.352349,10.919918,5.459959 Kilometer
15222,25.07939,-39.817539,10.869895,5.4349475 Kilometer
15232,9.889207,-67.222059,10.862769,5.4313845 Kilometer
15239,20.901495,-67.556639,10.859851,5.4299255 Kilometer
15241,23.372591,-70.251915,10.859178,5.429589 Kilometer
15278,-2.280612,-27.528334,10.841438,5.420719 Kilometer
15334,7.699583,-72.511191,10.81236,5.40618 Kilometer
15359,15.237019,-74.294408,10.800213,5.4001065 Kilometer
15394,30.285914,-48.947366,10.776773,5.3883865 Kilometer
15395,21.505612,-52.467562,10.776644,5.388322 Kilometer
15400,18.239563,-23.279275,10.773647,5.3868235 Kilometer
15408,16.239801,-27.014541,10.768395,5.3841975 Kilometer
15415,18.843714,-49.960562,10.76296,5.38148 Kilometer
15430,35.272278,-39.953793,10.758799,5.3793995 Kilometer
15464,-3.479698,-28.653662,10.743361,5.3716805 Kilometer
15485,-11.274908,-35.856942,10.737036,5.368518 Kilometer
15512,32.567442,-51.037103,10.717793,5.3588965 Kilometer
15529,-10.269559,-59.1345,10.707434,5.353717 Kilometer
15534,6.439236,-54.050558,10.702988,5.351494 Kilometer
15558,23.453409,-65.490065,10.688751,5.3443755 Kilometer
15567,31.945163,-52.613824,10.684737,5.3423685 Kilometer
15581,29.107737,-39.916726,10.674419,5.3372095 Kilometer
15586,-7.873499,-71.09004,10.669937,5.3349685 Kilometer
15598,20.019363,-73.479893,10.663224,5.331612 Kilometer
15599,3.08994,-58.438345,10.660857,5.3304285 Kilometer
15605,2.078306,-54.833761,10.658158,5.329079 Kilometer
15620,31.090541,-42.195718,10.651594,5.325797 Kilometer
15624,-11.370939,-73.455516,10.649179,5.3245895 Kilometer
15632,-3.714097,-22.73546,10.64266,5.32133 Kilometer
15646,-8.883251,-23.516361,10.634073,5.3170365 Kilometer
15660,-9.01085,-41.494162,10.630264,5.315132 Kilometer
15661,4.692352,-33.109961,10.629469,5.3147345 Kilometer
15702,13.535557,-24.835961,10.610603,5.3053015 Kilometer
15755,-4.442245,-67.304637,10.581121,5.2905605 Kilometer
15774,31.191837,-28.830505,10.5721,5.28605 Kilometer
15776,14.945552,-39.759707,10.571548,5.285774 Kilometer
15789,-1.96653,-32.21166,10.561457,5.2807285 Kilometer
15808,-8.923177,-42.044399,10.552775,5.2763875 Kilometer
15820,22.79461,-66.946157,10.545855,5.2729275 Kilometer
15843,4.452373,-30.784962,10.535957,5.2679785 Kilometer
15859,0.364111,-42.706152,10.527102,5.263551 Kilometer
15875,18.198814,-40.316345,10.5201,5.26005 Kilometer
15891,15.885078,-34.104008,10.511164,5.255582 Kilometer
15908,6.404681,-22.518261,10.501958,5.250979 Kilometer
15911,20.791918,-33.754539,10.501664,5.250832 Kilometer
15919,10.207226,-25.688662,10.496567,5.2482835 Kilometer
15936,8.018418,-66.850733,10.487645,5.2438225 Kilometer
15938,35.857863,-45.319975,10.486416,5.243208 Kilometer
15953,13.185323,-51.205259,10.479864,5.239932 Kilometer
15959,28.363403,-41.570459,10.476947,5.2384735 Kilometer
15961,2.82872,-58.96353,10.47663,5.238315 Kilometer
15994,26.081805,-69.881758,10.464851,5.2324255 Kilometer
15999,11.188125,-27.790661,10.462658,5.231329 Kilometer
16001,2.418606,-38.511561,10.462074,5.231037 Kilometer
16003,15.799516,-69.079921,10.459941,5.2299705 Kilometer
16009,23.15141,-27.450062,10.456748,5.228374 Kilometer
16022,-7.932019,-60.761412,10.452652,5.226326 Kilometer
16025,36.295165,-72.028567,10.450384,5.225192 Kilometer
16027,29.253602,-70.010962,10.449346,5.224673 Kilometer
16030,8.582374,-42.091434,10.448739,5.2243695 Kilometer
16058,2.988231,-62.178363,10.437343,5.2186715 Kilometer
16082,32.766263,-51.091534,10.426379,5.2131895 Kilometer
16103,14.593321,-58.356462,10.416463,5.2082315 Kilometer
16106,3.892037,-59.126966,10.415977,5.2079885 Kilometer
16111,-9.75816,-31.254662,10.414668,5.207334 Kilometer
16122,-0.081108,-48.921688,10.411274,5.205637 Kilometer
16130,5.463875,-45.353235,10.407528,5.203764 Kilometer
16136,32.224852,-52.830602,10.403375,5.2016875 Kilometer
16149,-6.742654,-36.309862,10.398769,5.1993845 Kilometer
16176,-10.47247,-66.403626,10.384905,5.1924525 Kilometer
16192,21.38019,-36.728353,10.377046,5.188523 Kilometer
16235,8.364489,-47.054262,10.360169,5.1800845 Kilometer
16237,-3.239368,-44.85256,10.359075,5.1795375 Kilometer
16260,20.716814,-27.831761,10.34865,5.174325 Kilometer
16273,-10.601609,-27.112302,10.341488,5.170744 Kilometer
16277,19.415216,-56.982561,10.339553,5.1697765 Kilometer
16278,34.605525,-73.740413,10.3392,5.1696 Kilometer
16280,-1.23285,-70.151861,10.337565,5.1687825 Kilometer
16287,-1.97827,-72.412359,10.333859,5.1669295 Kilometer
16299,28.210861,-41.170236,10.327802,5.163901 Kilometer
16336,27.199706,-49.737459,10.302342,5.151171 Kilometer
16338,33.756699,-43.954386,10.301505,5.1507525 Kilometer
16371,-6.802929,-37.103258,10.284491,5.1422455 Kilometer
16373,-0.258529,-33.874475,10.281956,5.140978 Kilometer
16399,-2.277519,-50.301062,10.272874,5.136437 Kilometer
16412,25.452508,-35.92816,10.268852,5.134426 Kilometer
16427,18.713049,-65.53466,10.261365,5.1306825 Kilometer
16458,20.221715,-72.688261,10.252552,5.126276 Kilometer
16490,14.291922,-35.875361,10.241064,5.120532 Kilometer
16493,-8.023693,-65.037962,10.238662,5.119331 Kilometer
16494,-7.3054,-69.760349,10.237597,5.1187985 Kilometer
16498,-11.551912,-36.777649,10.236088,5.118044 Kilometer
16513,16.668507,-64.356104,10.23066,5.11533 Kilometer
16526,33.413892,-44.115083,10.2219,5.11095 Kilometer
16567,9.938705,-61.804003,10.207711,5.1038555 Kilometer
16581,3.950776,-70.26086,10.200936,5.100468 Kilometer
16584,27.226899,-61.47943,10.199697,5.0998485 Kilometer
16585,-0.081639,-59.81926,10.199654,5.099827 Kilometer
16617,35.615915,-66.619338,10.187523,5.0937615 Kilometer
16620,0.417028,-56.30736,10.186966,5.093483 Kilometer
16627,18.641135,-39.500316,10.182899,5.0914495 Kilometer
16630,1.931596,-40.595862,10.18146,5.09073 Kilometer
16644,8.84508,-51.983165,10.178267,5.0891335 Kilometer
16652,-2.864108,-49.009359,10.174457,5.0872285 Kilometer
16677,32.859568,-72.138788,10.163223,5.0816115 Kilometer
16724,19.194663,-60.030127,10.144208,5.072104 Kilometer
16749,-10.803805,-66.196288,10.133148,5.066574 Kilometer
16770,35.406633,-41.49643,10.12423,5.062115 Kilometer
16779,-5.745734,-44.713512,10.118805,5.0594025 Kilometer
16790,-2.737356,-67.183834,10.110237,5.0551185 Kilometer
16801,32.226387,-47.310324,10.105165,5.0525825 Kilometer
16860,3.022725,-27.14476,10.080269,5.0401345 Kilometer
16881,32.926212,-21.829003,10.072887,5.0364435 Kilometer
16896,35.653983,-23.275705,10.063889,5.0319445 Kilometer
16904,-4.603899,-26.789995,10.059682,5.029841 Kilometer
16910,0.781917,-60.250668,10.057167,5.0285835 Kilometer
16932,28.885487,-32.948299,10.048076,5.024038 Kilometer
16975,6.825605,-59.719225,10.024342,5.012171 Kilometer
17010,32.03184,-58.058566,10.007687,5.0038435 Kilometer
17018,20.293395,-60.77436,10.005299,5.0026495 Kilometer
17025,17.219021,-31.548262,10.002352,5.001176 Kilometer
5,1.814226484,-33.6971604,9.99727,4.998635 Kilometer
20,16.59613512,-67.62781748,9.990914,4.995457 Kilometer
24,-11.27644953,-39.6447617,9.99044,4.99522 Kilometer
29,29.67298321,-40.04092785,9.987272,4.993636 Kilometer
39,-3.544157893,-23.4810597,9.98304,4.99152 Kilometer
41,-3.496277578,-25.12831048,9.981437,4.9907185 Kilometer
53,-8.807822326,-49.1796624,9.97514,4.98757 Kilometer
58,8.197566889,-62.7987028,9.970934,4.985467 Kilometer
81,15.67592204,-67.0342614,9.95592,4.97796 Kilometer
95,36.40932423,-64.65752447,9.94743,4.973715 Kilometer
97,3.593051405,-70.70961305,9.944696,4.972348 Kilometer
135,-10.87305064,-34.4662606,9.91292,4.95646 Kilometer
159,3.186895108,-40.7132622,9.8957,4.94785 Kilometer
198,12.62177541,-59.96276527,9.873479,4.9367395 Kilometer
271,-9.590302083,-62.9654595,9.82785,4.913925 Kilometer
279,12.4123256,-68.8895623,9.82442,4.91221 Kilometer
296,20.04477521,-24.05271458,9.816016,4.908008 Kilometer
304,28.74248013,-55.1247015,9.809767,4.9048835 Kilometer
311,34.63924063,-30.10738907,9.80387,4.901935 Kilometer
339,-7.552473858,-65.3256585,9.79043,4.895215 Kilometer
346,-8.718512334,-56.83429848,9.785335,4.8926675 Kilometer
347,6.658401918,-50.42179904,9.78503,4.892515 Kilometer
367,-2.67642882,-67.9560601,9.77529,4.887645 Kilometer
370,-5.712259188,-68.45450061,9.771826,4.885913 Kilometer
371,4.105109258,-73.60524058,9.771718,4.885859 Kilometer
379,27.01680991,-40.4725625,9.76697,4.883485 Kilometer
384,30.10737126,-54.91066031,9.765091,4.8825455 Kilometer
396,12.6645256,-32.0237614,9.75917,4.879585 Kilometer
404,11.52383702,-63.47175528,9.75624,4.87812 Kilometer
405,-10.16295154,-42.0636612,9.75524,4.87762 Kilometer
446,22.97851352,-28.71236,9.72987,4.864935 Kilometer
473,26.90346007,-43.42852882,9.712419,4.8562095 Kilometer
508,22.20321549,-33.0923592,9.69548,4.84774 Kilometer
551,7.155519678,-72.55707479,9.666702,4.833351 Kilometer
568,-10.3998509,-52.2503602,9.65895,4.829475 Kilometer
569,-7.503877941,-64.02069172,9.658651,4.8293255 Kilometer
595,-1.033250601,-49.1620614,9.64047,4.820235 Kilometer
603,29.34421451,-47.22382806,9.636438,4.818219 Kilometer
629,3.567894913,-44.8290612,9.62345,4.811725 Kilometer
639,2.575785721,-38.67095511,9.619507,4.8097535 Kilometer
700,-6.112495583,-28.2015606,9.58712,4.79356 Kilometer
714,27.15270946,-22.2363602,9.57788,4.78894 Kilometer
725,17.89081998,-70.1988579,9.57323,4.786615 Kilometer
737,1.49067525,-59.77493432,9.56853,4.784265 Kilometer
741,10.19920711,-72.69242014,9.566359,4.7831795 Kilometer
768,-1.332640332,-43.8602616,9.55145,4.775725 Kilometer
799,11.56055952,-27.86489341,9.53424,4.76712 Kilometer
806,26.68671071,-44.2712609,9.52973,4.764865 Kilometer
807,17.10947868,-60.15977318,9.529015,4.7645075 Kilometer
814,4.346984136,-50.6885621,9.52667,4.763335 Kilometer
837,-5.382226478,-49.1268593,9.51183,4.755915 Kilometer
839,18.0974202,-32.0003602,9.50782,4.75391 Kilometer
874,7.55088625,-30.84772869,9.489146,4.744573 Kilometer
892,27.91798464,-22.9295493,9.477902,4.738951 Kilometer
895,7.290841471,-22.4712597,9.47697,4.738485 Kilometer
930,2.489005948,-49.1092621,9.45799,4.728995 Kilometer
972,31.99275722,-26.82649961,9.429558735,4.714779367445 Kilometer
980,5.312393615,-22.3244606,9.42631,4.713155 Kilometer
987,12.04039447,-40.79193117,9.42398,4.71199 Kilometer
1020,-4.610107318,-68.3904625,9.40258,4.70129 Kilometer
1026,10.32076224,-34.96112372,9.39946,4.69973 Kilometer
1027,15.00772403,-40.8952614,9.39928,4.69964 Kilometer
1083,11.25593368,-39.2593579,9.368779,4.6843895 Kilometer
1103,32.4712265,-26.12189632,9.362385,4.6811925 Kilometer
1106,3.743695038,-49.6141602,9.36052,4.68026 Kilometer
1125,26.74971135,-36.6444603,9.3514,4.6757 Kilometer
1132,-10.90765117,-59.4778611,9.34797,4.673985 Kilometer
1133,10.49992475,-72.86571958,9.346389,4.6731945 Kilometer
1138,20.56198584,-43.8607838,9.34383,4.671915 Kilometer
1139,-9.254342945,-55.2916619,9.34346,4.67173 Kilometer
1192,28.26704539,-73.4763136,9.314062,4.657031 Kilometer
1194,-10.29627552,-73.38119898,9.3136,4.6568 Kilometer
1201,20.05631944,-28.1428601,9.31034,4.65517 Kilometer
1265,-3.46797857,-33.2626587,9.27776,4.63888 Kilometer
1271,21.98561788,-26.5047604,9.27533,4.637665 Kilometer
1275,8.736120035,-33.1275612,9.27181,4.635905 Kilometer
1293,-4.756407112,-36.491861,9.26275,4.631375 Kilometer
1308,-9.416573459,-35.3821618,9.25387,4.626935 Kilometer
1319,-5.876372114,-73.12800523,9.247659,4.6238295 Kilometer
1338,36.45249957,-39.22739156,9.23879,4.619395 Kilometer
1385,4.42075299,-22.78179166,9.213934,4.606967 Kilometer
1415,13.62522623,-43.9718606,9.20072,4.60036 Kilometer
1431,13.86472603,-43.4199616,9.19132,4.59566 Kilometer
1440,29.62691009,-22.1776597,9.18694,4.59347 Kilometer
1476,8.155301637,-65.7307641,9.16808,4.58404 Kilometer
1478,29.83600877,-45.0110604,9.16782,4.58391 Kilometer
1483,8.254101251,-72.1480614,9.1658,4.5829 Kilometer
1519,27.0773949,-43.21606523,9.145774,4.572887 Kilometer
1547,-9.472679491,-64.82053906,9.130114,4.565057 Kilometer
1559,-0.334557318,-26.7220608,9.1258,4.5629 Kilometer
1581,7.612928493,-67.79380724,9.113532,4.556766 Kilometer
1582,29.51451058,-41.2651612,9.11323,4.556615 Kilometer
1592,-9.669839365,-40.02410041,9.109845,4.5549225 Kilometer
1609,11.75202772,-55.2975594,9.10025,4.550125 Kilometer
1612,32.36264033,-65.96811903,9.09856,4.54928 Kilometer
1620,-9.536818512,-35.92788696,9.094179,4.5470895 Kilometer
1653,12.38372779,-29.5696599,9.07884,4.53942 Kilometer
1672,7.065904688,-45.17067557,9.066649,4.5333245 Kilometer
1685,-9.051454133,-64.0633599,9.06248,4.53124 Kilometer
1688,31.03886723,-25.24005203,9.06155,4.530775 Kilometer
1709,-10.74045186,-43.4493615,9.04846,4.52423 Kilometer
1728,20.23195495,-48.26188554,9.04143,4.520715 Kilometer
1729,17.76246027,-28.63898003,9.040569,4.5202845 Kilometer
1735,1.996146675,-41.441362,9.03723,4.518615 Kilometer
1745,13.64802616,-54.7397591,9.03267,4.516335 Kilometer
1779,35.65603413,-47.64538835,9.016634,4.508317 Kilometer
1784,31.5236105,-31.616746,9.01511,4.507555 Kilometer
1810,12.10252782,-43.2203614,9.00556,4.50278 Kilometer
1812,3.16359452,-63.8094855,9.005147,4.5025735 Kilometer
1841,12.67032786,-29.5813614,8.98599,4.492995 Kilometer
1843,5.997302252,-44.69628968,8.984382,4.492191 Kilometer
1855,-3.727459336,-37.77691448,8.97829,4.489145 Kilometer
1861,31.37715875,-40.4112528,8.975191,4.4875955 Kilometer
1863,7.057802485,-55.0920617,8.97429,4.487145 Kilometer
1866,33.58207226,-40.34024061,8.973782,4.486891 Kilometer
1879,3.775132352,-23.97187693,8.969753,4.4848765 Kilometer
1893,0.886742641,-44.4356591,8.95909,4.479545 Kilometer
1898,-1.602660259,-35.4819619,8.95661,4.478305 Kilometer
1900,30.39970928,-38.75986953,8.95602,4.47801 Kilometer
1902,-8.000434625,-22.0661599,8.9545,4.47725 Kilometer
1928,20.59592069,-53.1016594,8.94383,4.471915 Kilometer
1934,27.68441264,-57.3407609,8.93936,4.46968 Kilometer
2016,10.73842978,-25.6945607,8.88453,4.442265 Kilometer
2018,24.97624615,-67.39911643,8.883501,4.4417505 Kilometer
2052,-3.139699115,-40.771959,8.86498,4.43249 Kilometer
2061,3.667525259,-45.0932595,8.86025,4.430125 Kilometer
2083,12.25162529,-74.0923562,8.846288,4.423144 Kilometer
2084,33.6049224,-27.88327576,8.846175,4.4230875 Kilometer
2141,-7.676564389,-74.6118793,8.827292,4.413646 Kilometer
2154,-6.497686174,-23.6748597,8.82121,4.410605 Kilometer
2157,17.78462357,-67.2338616,8.81933,4.409665 Kilometer
2196,11.05552919,-47.8938614,8.79408,4.39704 Kilometer
2199,18.29822249,-68.6605584,8.79363,4.396815 Kilometer
2205,-5.816445128,-65.56150606,8.792167,4.3960835 Kilometer
2207,30.66071046,-38.93153713,8.791237,4.3956185 Kilometer
2208,-2.154309761,-48.4398591,8.79108,4.39554 Kilometer
2213,-8.134144663,-30.8377606,8.78889,4.394445 Kilometer
2219,29.49921189,-48.7569596,8.78639,4.393195 Kilometer
2220,34.56393666,-47.03479521,8.785893,4.3929465 Kilometer
2223,2.568036917,-54.78124901,8.783463,4.3917315 Kilometer
2336,9.827268386,-46.19446156,8.721996,4.360998 Kilometer
2346,23.11968708,-30.44413957,8.719155,4.3595775 Kilometer
2369,16.70792458,-74.1208626,8.70952,4.35476 Kilometer
2395,4.432970308,-70.222757,8.700793,4.3503965 Kilometer
2398,-4.431825474,-66.95896164,8.699991,4.3499955 Kilometer
2406,34.51723312,-28.74901974,8.696839,4.3484195 Kilometer
2432,23.426518,-31.9181611,8.68699,4.343495 Kilometer
2435,17.25822478,-68.8249642,8.68402,4.34201 Kilometer
2481,22.56162021,-33.5033623,8.66301,4.331505 Kilometer
2531,-0.322814358,-49.5847603,8.63735,4.318675 Kilometer
2552,-2.177780005,-53.5067612,8.63121,4.315605 Kilometer
2554,26.48191614,-39.2161614,8.63091,4.315455 Kilometer
2560,33.15508842,-48.83555135,8.629369,4.3146845 Kilometer
2571,6.338080285,-27.67143856,8.624717,4.3123585 Kilometer
2613,32.53695774,-63.21996633,8.603506,4.301753 Kilometer
2615,36.31674885,-62.87174359,8.60037,4.300185 Kilometer
2653,16.64602592,-31.5658604,8.58497,4.292485 Kilometer
2662,15.1446048,-58.75978536,8.582904,4.291452 Kilometer
2685,-4.28527488,-46.84782434,8.566466,4.283233 Kilometer
2703,0.199775235,-43.7076622,8.55861,4.279305 Kilometer
2735,15.78902636,-22.23056,8.54369,4.271845 Kilometer
2761,25.62731654,-57.017862,8.53609,4.268045 Kilometer
2767,7.488832526,-73.3047616,8.5325,4.26625 Kilometer
2773,4.727464965,-57.8750588,8.52963,4.264815 Kilometer
2790,2.640447329,-58.30389928,8.522044,4.261022 Kilometer
2795,-4.966243334,-73.02084427,8.518437,4.2592185 Kilometer
2799,18.08632482,-52.3677613,8.51777,4.258885 Kilometer
2801,-6.423210751,-54.30533243,8.517289,4.2586445 Kilometer
2823,29.25091095,-67.72687167,8.508396,4.254198 Kilometer
2869,26.31891694,-31.2664601,8.48606,4.24303 Kilometer
2889,18.8549229,-47.4711625,8.47971,4.239855 Kilometer
2900,-2.136710098,-21.4554612,8.47461,4.237305 Kilometer
2927,-3.550028835,-33.0688607,8.46421,4.232105 Kilometer
2945,33.19396288,-29.40942886,8.45366,4.22683 Kilometer
2964,-7.756155657,-70.0226571,8.44897,4.224485 Kilometer
2981,26.9278167,-25.2600609,8.44099,4.220495 Kilometer
2995,-3.987511211,-37.9166537,8.434277,4.2171385 Kilometer
3003,8.805761564,-74.432058,8.42678,4.21339 Kilometer
3010,-6.672676714,-52.7493607,8.42298,4.21149 Kilometer
3027,-9.356136046,-29.90110943,8.413773,4.2068865 Kilometer
3046,15.39872637,-35.6463601,8.40441,4.202205 Kilometer
3065,33.28009344,-28.26902151,8.400233,4.2001165 Kilometer
3077,34.77537364,-47.2554587,8.39744,4.19872 Kilometer
3088,-8.110895663,-54.8982598,8.39557,4.197785 Kilometer
3093,-2.805459433,-42.7506615,8.39302,4.19651 Kilometer
3132,11.80952915,-40.91876,8.37772,4.18886 Kilometer
3161,32.4791085,-69.44004495,8.36711,4.183555 Kilometer
3232,0.164544268,-32.0531613,8.32642,4.16321 Kilometer
3239,33.7310922,-73.10357826,8.3248,4.1624 Kilometer
3264,12.73902917,-71.1206643,8.31746,4.15873 Kilometer
3286,-3.743398892,-36.8734604,8.30862,4.15431 Kilometer
3289,10.56359952,-74.68127948,8.306357,4.1531785 Kilometer
3322,-1.003890886,-67.0988595,8.2942,4.1471 Kilometer
3337,26.91211809,-33.3683602,8.28877,4.144385 Kilometer
3361,21.26512174,-29.2173611,8.27426,4.13713 Kilometer
3366,-10.11675466,-23.5632607,8.27231,4.136155 Kilometer
3440,26.13451773,-68.4609581,8.23922,4.11961 Kilometer
3466,11.72902992,-40.3140618,8.2279,4.11395 Kilometer
3468,18.6936251,-72.0013634,8.22731,4.113655 Kilometer
3491,26.83351861,-28.8767601,8.21883,4.109415 Kilometer
3497,-9.682977146,-36.08159506,8.213617,4.1068085 Kilometer
3542,31.88227817,-71.17217576,8.1936,4.0968 Kilometer
3545,14.97942717,-57.5344597,8.19264,4.09632 Kilometer
3582,22.13892994,-31.18616992,8.176195,4.0880975 Kilometer
3669,25.85723605,-62.58905262,8.14116,4.07058 Kilometer
3679,-9.503455037,-30.5266606,8.13706,4.06853 Kilometer
3700,18.23692458,-52.8961617,8.1291,4.06455 Kilometer
3717,4.288435509,-66.0595604,8.12185,4.060925 Kilometer
3760,7.506292975,-39.1984612,8.10524,4.05262 Kilometer
3761,14.51942764,-68.0910622,8.10488,4.05244 Kilometer
3765,26.36621909,-41.4941613,8.1025,4.05125 Kilometer
3817,-4.781908288,-32.80834969,8.088174,4.044087 Kilometer
3837,7.232593499,-72.3418633,8.0799,4.03995 Kilometer
3849,19.47266595,-60.3052484,8.07679,4.038395 Kilometer
3884,26.46091909,-66.6643578,8.06659,4.033295 Kilometer
3934,-8.97026576,-59.6716591,8.0448,4.0224 Kilometer
3954,-7.139006839,-44.5472619,8.03763,4.018815 Kilometer
3956,5.218844835,-67.8855568,8.03678,4.01839 Kilometer
3990,-1.678960476,-56.9238602,8.02314,4.01157 Kilometer
4062,9.246502421,-38.8697602,7.99545,3.997725 Kilometer
4086,5.838364662,-45.7919594,7.98508,3.99254 Kilometer
4102,36.45410979,-31.56360524,7.97883,3.989415 Kilometer
4123,-4.645218504,-73.1168572,7.97005,3.985025 Kilometer
4166,2.318876748,-38.98126,7.94689,3.973445 Kilometer
4168,-2.430060099,-28.4364602,7.94617,3.973085 Kilometer
4227,17.28072623,-73.5454613,7.92135,3.960675 Kilometer
4232,-5.253607939,-25.7532612,7.91986,3.95993 Kilometer
4254,34.93366676,-72.08422694,7.91088,3.95544 Kilometer
4266,12.35462244,-60.01640558,7.904689,3.9523445 Kilometer
4270,29.07411687,-54.4109589,7.90378,3.95189 Kilometer
4282,-10.26125501,-40.9305588,7.89806,3.94903 Kilometer
4309,-10.61345429,-24.8960606,7.88912,3.94456 Kilometer
4319,26.150461,-60.95822259,7.885435,3.9427175 Kilometer
4338,24.27541033,-41.62213184,7.875534,3.937767 Kilometer
4366,20.45598924,-52.97672248,7.864801,3.9324005 Kilometer
4375,-3.954309139,-54.1878602,7.86194,3.93097 Kilometer
4448,3.046176518,-66.1124627,7.83988,3.91994 Kilometer
4464,-3.983016966,-36.42994627,7.833924,3.916962 Kilometer
4469,25.62731987,-73.4691597,7.83122,3.91561 Kilometer
4471,26.36078556,-28.20030869,7.831116,3.915558 Kilometer
4491,-1.278004527,-34.96194535,7.822703,3.9113515 Kilometer
4506,14.4682285,-74.7021615,7.81446,3.90723 Kilometer
4513,13.31682969,-27.3561608,7.81102,3.90551 Kilometer
4522,-2.236399726,-36.12871693,7.807824,3.903912 Kilometer
4584,11.9945871,-62.23263092,7.785137,3.8925685 Kilometer
4618,27.12793197,-24.39195349,7.774615808,3.887307904245 Kilometer
4627,34.82612208,-71.96613424,7.771783,3.8858915 Kilometer
4652,33.40537875,-40.09345697,7.76526,3.88263 Kilometer
4696,-10.38835518,-27.3972603,7.75142,3.87571 Kilometer
4706,27.28420036,-62.02557026,7.748825,3.8744125 Kilometer
4747,-1.256330922,-42.1517617,7.7357,3.86785 Kilometer
4765,8.079733677,-22.0191609,7.73147,3.865735 Kilometer
4771,27.15271934,-69.0715615,7.72847,3.864235 Kilometer
4782,30.88607292,-73.51359851,7.724569,3.8622845 Kilometer
4783,-11.42035415,-28.2133614,7.72455,3.862275 Kilometer
4800,-3.966029125,-39.5977608,7.71898,3.85949 Kilometer
4831,35.55340447,-36.5218952,7.70804,3.85402 Kilometer
4847,29.34282424,-73.9026172,7.701031,3.8505155 Kilometer
4914,7.006527705,-66.36159852,7.667974,3.833987 Kilometer
4969,28.28591853,-71.73126,7.64859,3.824295 Kilometer
5020,2.524701187,-57.66086048,7.629428,3.814714 Kilometer
5031,6.013584899,-21.8664605,7.62487,3.812435 Kilometer
5055,9.518174739,-60.25606368,7.616109,3.8080545 Kilometer
5074,-10.9703817,-74.06775594,7.606878,3.803439 Kilometer
5105,12.4754306,-71.9719597,7.59571,3.797855 Kilometer
5151,10.65945089,-74.32173769,7.580941,3.7904705 Kilometer
5160,20.68392513,-45.5688607,7.57877,3.789385 Kilometer
5168,4.317715578,-58.1568619,7.5755,3.78775 Kilometer
5174,4.475795583,-52.297361,7.57389,3.786945 Kilometer
5181,-9.010866237,-39.1632592,7.57219,3.786095 Kilometer
5195,-9.341265643,-43.0735604,7.56514,3.78257 Kilometer
