OBJECTID,Join_Count,TARGET_FID,Field1,lat,lon,diam,radius,BUFF_DIST,ORIG_FID,Group_ID,Central_La,Central_Lo,Geodesic_a,Shape_Length,Shape_Area
938,0,938,1,33.427249,-32.350599,11.099467,5.5497335 Kilometer,5549.7335,937,,,,,0.901955344,0.063943851
939,0,939,1,7.010472,-54.963569,11.087343,5.5436715 Kilometer,5543.6715,938,,,,,0.821155112,0.053651209
940,0,940,1,18.693614,-22.946861,11.072946,5.536473 Kilometer,5536.473,939,,,,,0.839913461,0.056069813
941,0,941,1,33.697216,-36.8288,11.072503,5.5362515 Kilometer,5536.2515,940,,,,,0.901363242,0.063832783
942,0,942,1,32.853334,-70.942247,11.070308,5.535154 Kilometer,5535.154,941,,,,,0.896260848,0.063193686
943,0,943,1,24.883803,-73.651159,11.066148,5.533074 Kilometer,5533.074,942,,,,,0.858795677,0.058475397
944,0,944,1,13.351121,-28.001961,11.065063,5.5325315 Kilometer,5532.5315,943,,,,,0.827805274,0.054509526
945,0,945,1,-0.704465,-36.380262,11.062673,5.5313365 Kilometer,5531.3365,944,,,,,0.816281768,0.053017406
946,0,946,1,0.716476,-55.872961,11.062658,5.531329 Kilometer,5531.329,945,,,,,0.816281723,0.0530174
947,0,947,1,27.5855,-45.715662,11.047847,5.5239235 Kilometer,5523.9235,946,,,,,0.868220772,0.059652676
948,0,948,1,-7.34538,-61.067635,11.029763,5.5148815 Kilometer,5514.8815,947,,,,,0.817192511,0.053134347
949,0,949,1,-8.101213,-56.091877,11.026641,5.5133205 Kilometer,5513.3205,948,,,,,0.817697349,0.053199365
950,0,950,1,6.21862,-60.267562,11.02331,5.511655 Kilometer,5511.655,949,,,,,0.815754841,0.052948212
951,0,951,1,27.350174,-70.67209,10.997141,5.4985705 Kilometer,5498.5705,950,,,,,0.86323068,0.058980122
952,0,952,1,-4.455325,-66.378395,10.987975,5.4939875 Kilometer,5493.9875,951,,,,,0.811967915,0.052458262
953,0,953,1,7.943098,-41.370271,10.972626,5.486313 Kilometer,5486.313,952,,,,,0.813532398,0.052658953
954,0,954,1,0.968936,-50.75316,10.960962,5.480481 Kilometer,5480.481,953,,,,,0.80880349,0.052050353
955,0,955,1,6.881751,-42.738538,10.956702,5.478351 Kilometer,5478.351,954,,,,,0.811367278,0.052379833
956,0,956,1,3.268964,-43.819162,10.944767,5.4723835 Kilometer,5472.3835,955,,,,,0.808208933,0.051973805
957,0,957,1,23.221608,-26.23476,10.941551,5.4707755 Kilometer,5470.7755,956,,,,,0.843273484,0.056430361
958,0,958,1,23.259307,-43.032461,10.938443,5.4692215 Kilometer,5469.2215,957,,,,,0.84316061,0.056414245
959,0,959,1,5.651089,-59.551242,10.931296,5.465648 Kilometer,5465.648,958,,,,,0.808527489,0.052014373
960,0,960,1,29.224763,-23.865214,10.925595,5.4627975 Kilometer,5462.7975,959,,,,,0.865924836,0.059249405
961,0,961,1,31.186652,-74.352349,10.919918,5.459959 Kilometer,5459.959,960,,,,,0.875097001,0.060379669
962,0,962,1,25.07939,-39.817539,10.869895,5.4349475 Kilometer,5434.9475,961,,,,,0.844284571,0.056509193
963,0,963,1,9.889207,-67.222059,10.862769,5.4313845 Kilometer,5431.3845,962,,,,,0.80755557,0.051885421
964,0,964,1,20.901495,-67.556639,10.859851,5.4299255 Kilometer,5429.9255,963,,,,,0.829746084,0.054685615
965,0,965,1,23.372591,-70.251915,10.859178,5.429589 Kilometer,5429.589,964,,,,,0.837429554,0.055646836
966,0,966,1,-2.280612,-27.528334,10.841438,5.420719 Kilometer,5420.719,965,,,,,0.800243173,0.050954303
967,0,967,1,7.699583,-72.511191,10.81236,5.40618 Kilometer,5406.18,966,,,,,0.80141375,0.051101921
968,0,968,1,15.237019,-74.294408,10.800213,5.4001065 Kilometer,5400.1065,967,,,,,0.811466085,0.052368388
969,0,969,1,30.285914,-48.947366,10.776773,5.3883865 Kilometer,5388.3865,968,,,,,0.85914354,0.058259711
970,0,970,1,21.505612,-52.467562,10.776644,5.388322 Kilometer,5388.322,969,,,,,0.825163077,0.054071562
971,0,971,1,18.239563,-23.279275,10.773647,5.3868235 Kilometer,5386.8235,970,,,,,0.816086165,0.052939074
972,0,972,1,16.239801,-27.014541,10.768395,5.3841975 Kilometer,5384.1975,971,,,,,0.811130621,0.052317696
973,0,973,1,18.843714,-49.960562,10.76296,5.38148 Kilometer,5381.48,972,,,,,0.816776716,0.053021128
974,0,974,1,35.272278,-39.953793,10.758799,5.3793995 Kilometer,5379.3995,973,,,,,0.885336569,0.061415398
975,0,975,1,-3.479698,-28.653662,10.743361,5.3716805 Kilometer,5371.6805,974,,,,,0.793421195,0.050089119
976,0,976,1,-11.274908,-35.856942,10.737036,5.368518 Kilometer,5368.518,975,,,,,0.800036521,0.050920672
977,0,977,1,32.567442,-51.037103,10.717793,5.3588965 Kilometer,5358.8965,976,,,,,0.86615094,0.059043131
978,0,978,1,-10.269559,-59.1345,10.707434,5.353717 Kilometer,5353.717,977,,,,,0.796482391,0.050471502
979,0,979,1,6.439236,-54.050558,10.702988,5.351494 Kilometer,5351.494,978,,,,,0.79221888,0.049936742
980,0,980,1,23.453409,-65.490065,10.688751,5.3443755 Kilometer,5344.3755,979,,,,,0.824554045,0.053946644
981,0,981,1,31.945163,-52.613824,10.684737,5.3423685 Kilometer,5342.3685,980,,,,,0.860156362,0.058278649
982,0,982,1,29.107737,-39.916726,10.674419,5.3372095 Kilometer,5337.2095,981,,,,,0.845485315,0.056491697
983,0,983,1,-7.873499,-71.09004,10.669937,5.3349685 Kilometer,5334.9685,982,,,,,0.791022027,0.049785044
984,0,984,1,20.019363,-73.479893,10.663224,5.331612 Kilometer,5331.612,983,,,,,0.812271508,0.052421129
985,0,985,1,3.08994,-58.438345,10.660857,5.3304285 Kilometer,5330.4285,984,,,,,0.787174217,0.049303498
986,0,986,1,2.078306,-54.833761,10.658158,5.329079 Kilometer,5329.079,985,,,,,0.786661177,0.049239283
987,0,987,1,31.090541,-42.195718,10.651594,5.325797 Kilometer,5325.797,986,,,,,0.853110195,0.057390294
988,0,988,1,-11.370939,-73.455516,10.649179,5.3245895 Kilometer,5324.5895,987,,,,,0.793625256,0.050107566
989,0,989,1,-3.714097,-22.73546,10.64266,5.32133 Kilometer,5321.33,988,,,,,0.786085419,0.049167159
990,0,990,1,-8.883251,-23.516361,10.634073,5.3170365 Kilometer,5317.0365,989,,,,,0.789394735,0.049579303
991,0,991,1,-9.01085,-41.494162,10.630264,5.315132 Kilometer,5315.132,990,,,,,0.789251603,0.049561166
992,0,992,1,4.692352,-33.109961,10.629469,5.3147345 Kilometer,5314.7345,991,,,,,0.785604256,0.049106786
993,0,993,1,13.535557,-24.835961,10.610603,5.3053015 Kilometer,5305.3015,992,,,,,0.794115419,0.050161871
994,0,994,1,-4.442245,-67.304637,10.581121,5.2905605 Kilometer,5290.5605,993,,,,,0.781894281,0.048644113
995,0,995,1,31.191837,-28.830505,10.5721,5.28605 Kilometer,5286.05,994,,,,,0.847247653,0.056597123
996,0,996,1,14.945552,-39.759707,10.571548,5.285774 Kilometer,5285.774,995,,,,,0.793725367,0.050105262
997,0,997,1,-1.96653,-32.21166,10.561457,5.2807285 Kilometer,5280.7285,996,,,,,0.779496372,0.048346365
998,0,998,1,-8.923177,-42.044399,10.552775,5.2763875 Kilometer,5276.3875,997,,,,,0.783402919,0.048829459
999,0,999,1,22.79461,-66.946157,10.545855,5.2729275 Kilometer,5272.9275,998,,,,,0.811410247,0.052256499
1000,0,1000,1,4.452373,-30.784962,10.535957,5.2679785 Kilometer,5267.9785,999,,,,,0.77856224,0.048230401
1001,0,1001,1,0.364111,-42.706152,10.527102,5.263551 Kilometer,5263.551,1000,,,,,0.776739735,0.048005029
1002,0,1002,1,18.198814,-40.316345,10.5201,5.26005 Kilometer,5260.05,1001,,,,,0.796782314,0.050464536
1003,0,1003,1,15.885078,-34.104008,10.511164,5.255582 Kilometer,5255.582,1002,,,,,0.791027036,0.04975898
1004,0,1004,1,6.404681,-22.518261,10.501958,5.250979 Kilometer,5250.979,1003,,,,,0.777311231,0.048074913
1005,0,1005,1,20.791918,-33.754539,10.501664,5.250832 Kilometer,5250.832,1004,,,,,0.80207004,0.05110005
1006,0,1006,1,10.207226,-25.688662,10.496567,5.2482835 Kilometer,5248.2835,1005,,,,,0.780718009,0.048493324
1007,0,1007,1,8.018418,-66.850733,10.487645,5.2438225 Kilometer,5243.8225,1006,,,,,0.777644748,0.048115142
1008,1,1008,1,35.857863,-45.319975,10.486416,5.243208 Kilometer,5243.208,1007,1078,35.842,-45.235,45.226,0.86656627,0.058772596
1009,0,1009,1,13.185323,-51.205259,10.479864,5.239932 Kilometer,5239.932,1008,,,,,0.783749228,0.0488622
1010,0,1010,1,28.363403,-41.570459,10.476947,5.2384735 Kilometer,5238.4735,1009,,,,,0.826603274,0.054034288
1011,0,1011,1,2.82872,-58.96353,10.47663,5.238315 Kilometer,5238.315,1010,,,,,0.773478853,0.047602708
1012,0,1012,1,26.081805,-69.881758,10.464851,5.2324255 Kilometer,5232.4255,1011,,,,,0.816497315,0.05281629
1013,0,1013,1,11.188125,-27.790661,10.462658,5.231329 Kilometer,5231.329,1012,,,,,0.779471963,0.048336594
1014,0,1014,1,2.418606,-38.511561,10.462074,5.231037 Kilometer,5231.037,1013,,,,,0.772277434,0.047454956
1015,0,1015,1,15.799516,-69.079921,10.459941,5.2299705 Kilometer,5229.9705,1014,,,,,0.786999976,0.049254161
1016,0,1016,1,23.15141,-27.450062,10.456748,5.228374 Kilometer,5228.374,1015,,,,,0.805682123,0.051512798
1017,0,1017,1,-7.932019,-60.761412,10.452652,5.226326 Kilometer,5226.326,1016,,,,,0.774967601,0.0477845
1018,0,1018,1,36.295165,-72.028567,10.450384,5.225192 Kilometer,5225.192,1017,,,,,0.866374717,0.058694886
1019,0,1019,1,29.253602,-70.010962,10.449346,5.224673 Kilometer,5224.673,1018,,,,,0.828305023,0.054211208
1020,0,1020,1,8.582374,-42.091434,10.448739,5.2243695 Kilometer,5224.3695,1019,,,,,0.775320801,0.04782745
1021,0,1021,1,2.988231,-62.178363,10.437343,5.2186715 Kilometer,5218.6715,1020,,,,,0.770632885,0.047253043
1022,0,1022,1,32.766263,-51.091534,10.426379,5.2131895 Kilometer,5213.1895,1021,,,,,0.843657649,0.056000156
1023,0,1023,1,14.593321,-58.356462,10.416463,5.2082315 Kilometer,5208.2315,1022,,,,,0.781431288,0.048567022
1024,0,1024,1,3.892037,-59.126966,10.415977,5.2079885 Kilometer,5207.9885,1023,,,,,0.769420572,0.047104428
1025,0,1025,1,-9.75816,-31.254662,10.414668,5.207334 Kilometer,5207.334,1024,,,,,0.774086239,0.047673728
1026,0,1026,1,-0.081108,-48.921688,10.411274,5.205637 Kilometer,5205.637,1025,,,,,0.76818542,0.046953409
1027,0,1027,1,5.463875,-45.353235,10.407528,5.203764 Kilometer,5203.764,1026,,,,,0.769662126,0.047133736
1028,0,1028,1,32.224852,-52.830602,10.403375,5.2016875 Kilometer,5201.6875,1027,,,,,0.838945816,0.055418749
1029,0,1029,1,-6.742654,-36.309862,10.398769,5.1993845 Kilometer,5199.3845,1028,,,,,0.769936547,0.047166867
1030,0,1030,1,-10.47247,-66.403626,10.384905,5.1924525 Kilometer,5192.4525,1029,,,,,0.772743043,0.047507181
1031,0,1031,1,21.38019,-36.728353,10.377046,5.188523 Kilometer,5188.523,1030,,,,,0.794204343,0.050092411
1032,0,1032,1,8.364489,-47.054262,10.360169,5.1800845 Kilometer,5180.0845,1031,,,,,0.768528565,0.046993276
1033,0,1033,1,-3.239368,-44.85256,10.359075,5.1795375 Kilometer,5179.5375,1032,,,,,0.764944713,0.046557966
1034,0,1034,1,20.716814,-27.831761,10.34865,5.174325 Kilometer,5174.325,1033,,,,,0.790176734,0.049596995
1035,0,1035,1,-10.601609,-27.112302,10.341488,5.170744 Kilometer,5170.744,1034,,,,,0.769675143,0.047130382
1036,0,1036,1,19.415216,-56.982561,10.339553,5.1697765 Kilometer,5169.7765,1035,,,,,0.786059904,0.049100682
1037,0,1037,1,34.605525,-73.740413,10.3392,5.1696 Kilometer,5169.6,1036,,,,,0.846844666,0.056258565
1038,0,1038,1,-1.23285,-70.151861,10.337565,5.1687825 Kilometer,5168.7825,1037,,,,,0.762834192,0.046301452
1039,0,1039,1,-1.97827,-72.412359,10.333859,5.1669295 Kilometer,5166.9295,1038,,,,,0.762699815,0.046285136
1040,0,1040,1,28.210861,-41.170236,10.327802,5.163901 Kilometer,5163.901,1039,,,,,0.814196476,0.05243148
1041,0,1041,1,27.199706,-49.737459,10.302342,5.151171 Kilometer,5151.171,1040,,,,,0.808093123,0.051691994
1042,0,1042,1,33.756699,-43.954386,10.301505,5.1507525 Kilometer,5150.7525,1041,,,,,0.838926461,0.055289998
1043,0,1043,1,-6.802929,-37.103258,10.284491,5.1422455 Kilometer,5142.2455,1042,,,,,0.761522487,0.046141494
1044,0,1044,1,-0.258529,-33.874475,10.281956,5.140978 Kilometer,5140.978,1043,,,,,0.758646697,0.045794515
1045,0,1045,1,-2.277519,-50.301062,10.272874,5.136437 Kilometer,5136.437,1044,,,,,0.758272371,0.045749324
1046,0,1046,1,25.452508,-35.92816,10.268852,5.134426 Kilometer,5134.426,1045,,,,,0.798917079,0.050587316
1047,0,1047,1,18.713049,-65.53466,10.261365,5.1306825 Kilometer,5130.6825,1046,,,,,0.778395748,0.048156504
1048,0,1048,1,20.221715,-72.688261,10.252552,5.126276 Kilometer,5126.276,1047,,,,,0.781515982,0.048523386
1049,0,1049,1,14.291922,-35.875361,10.241064,5.120532 Kilometer,5120.532,1048,,,,,0.767739033,0.046881327
1050,0,1050,1,-8.023693,-65.037962,10.238662,5.119331 Kilometer,5119.331,1049,,,,,0.759186731,0.045857996
1051,0,1051,1,-7.3054,-69.760349,10.237597,5.1187985 Kilometer,5118.7985,1050,,,,,0.758463357,0.045771169
1052,0,1052,1,-11.551912,-36.777649,10.236088,5.118044 Kilometer,5118.044,1051,,,,,0.763085416,0.046324604
1053,0,1053,1,16.668507,-64.356104,10.23066,5.11533 Kilometer,5115.33,1052,,,,,0.771501337,0.047326773
1054,0,1054,1,33.413892,-44.115083,10.2219,5.11095 Kilometer,5110.95,1053,,,,,0.830566245,0.05422276
1055,0,1055,1,9.938705,-61.804003,10.207711,5.1038555 Kilometer,5103.8555,1054,,,,,0.758912478,0.045822604
1056,0,1056,1,3.950776,-70.26086,10.200936,5.100468 Kilometer,5100.468,1055,,,,,0.753560962,0.045182419
1057,0,1057,1,27.226899,-61.47943,10.199697,5.0998485 Kilometer,5099.8485,1056,,,,,0.800147425,0.050679285
1058,0,1058,1,-0.081639,-59.81926,10.199654,5.099827 Kilometer,5099.827,1057,,,,,0.752570043,0.045063765
1059,0,1059,1,35.615915,-66.619338,10.187523,5.0937615 Kilometer,5093.7615,1058,,,,,0.840388964,0.05530132
1060,0,1060,1,0.417028,-56.30736,10.186966,5.093483 Kilometer,5093.483,1059,,,,,0.751643447,0.044952864
1061,0,1061,1,18.641135,-39.500316,10.182899,5.0914495 Kilometer,5091.4495,1060,,,,,0.772272436,0.047402569
1062,0,1062,1,1.931596,-40.595862,10.18146,5.09073 Kilometer,5090.73,1061,,,,,0.751440806,0.044928623
1063,0,1063,1,8.84508,-51.983165,10.178267,5.0891335 Kilometer,5089.1335,1062,,,,,0.755517663,0.045415024
1064,0,1064,1,-2.864108,-49.009359,10.174457,5.0872285 Kilometer,5087.2285,1063,,,,,0.751180064,0.044897428
1065,0,1065,1,32.859568,-72.138788,10.163223,5.0816115 Kilometer,5081.6115,1064,,,,,0.82285074,0.05326456
1066,0,1066,1,19.194663,-60.030127,10.144208,5.072104 Kilometer,5072.104,1065,,,,,0.770665942,0.047199051
1067,0,1067,1,-10.803805,-66.196288,10.133148,5.066574 Kilometer,5066.574,1066,,,,,0.754423487,0.045280574
1068,0,1068,1,35.406633,-41.49643,10.12423,5.062115 Kilometer,5062.115,1067,,,,,0.833913553,0.05447413
1069,0,1069,1,-5.745734,-44.713512,10.118805,5.0594025 Kilometer,5059.4025,1068,,,,,0.74849045,0.044576094
1070,0,1070,1,-2.737356,-67.183834,10.110237,5.0551185 Kilometer,5055.1185,1069,,,,,0.746397657,0.044327498
1071,0,1071,1,32.226387,-47.310324,10.105165,5.0525825 Kilometer,5052.5825,1070,,,,,0.814903401,0.05228753
1072,0,1072,1,3.022725,-27.14476,10.080269,5.0401345 Kilometer,5040.1345,1071,,,,,0.744278571,0.044076146
1073,0,1073,1,32.926212,-21.829003,10.072887,5.0364435 Kilometer,5036.4435,1072,,,,,0.815882949,0.052361084
1074,0,1074,1,35.653983,-23.275705,10.063889,5.0319445 Kilometer,5031.9445,1073,,,,,0.830417705,0.053992741
1075,0,1075,1,-4.603899,-26.789995,10.059682,5.029841 Kilometer,5029.841,1074,,,,,0.743443189,0.043977118
1076,0,1076,1,0.781917,-60.250668,10.057167,5.0285835 Kilometer,5028.5835,1075,,,,,0.742090362,0.043817387
1077,0,1077,1,28.885487,-32.948299,10.048076,5.024038 Kilometer,5024.038,1076,,,,,0.794930954,0.049948372
1078,0,1078,1,6.825605,-59.719225,10.024342,5.012171 Kilometer,5012.171,1077,,,,,0.742275995,0.04383848
1079,0,1079,1,32.03184,-58.058566,10.007687,5.0038435 Kilometer,5003.8435,1078,,,,,0.806075906,0.051174387
1080,0,1080,1,20.293395,-60.77436,10.005299,5.0026495 Kilometer,5002.6495,1079,,,,,0.762852021,0.046232242
1081,0,1081,1,17.219021,-31.548262,10.002352,5.001176 Kilometer,5001.176,1080,,,,,0.755425442,0.045370516
1082,0,1082,1,1.814226484,-33.6971604,9.99727,4.998635 Kilometer,4998.635,1081,,,,,0.737821362,0.0433147
1083,0,1083,1,16.59613512,-67.62781748,9.990914,4.995457 Kilometer,4995.457,1082,,,,,0.753274608,0.045117468
1084,0,1084,1,-11.27644953,-39.6447617,9.99044,4.99522 Kilometer,4995.22,1083,,,,,0.744405316,0.044084908
1085,0,1085,1,29.67298321,-40.04092785,9.987272,4.993636 Kilometer,4993.636,1084,,,,,0.793482778,0.049727285
1086,0,1086,1,-3.544157893,-23.4810597,9.98304,4.99152 Kilometer,4991.52,1085,,,,,0.737291714,0.043252406
1087,0,1087,1,-3.496277578,-25.12831048,9.981437,4.9907185 Kilometer,4990.7185,1086,,,,,0.737154351,0.043236295
1088,0,1088,1,-8.807822326,-49.1796624,9.97514,4.98757 Kilometer,4987.57,1087,,,,,0.740400893,0.043615727
1089,0,1089,1,8.197566889,-62.7987028,9.970934,4.985467 Kilometer,4985.467,1088,,,,,0.73949482,0.043509617
1090,0,1090,1,15.67592204,-67.0342614,9.95592,4.97796 Kilometer,4977.96,1089,,,,,0.748841105,0.044594115
1091,0,1091,1,36.40932423,-64.65752447,9.94743,4.973715 Kilometer,4973.715,1090,,,,,0.825377576,0.05325847
1092,0,1092,1,3.593051405,-70.70961305,9.944696,4.972348 Kilometer,4972.348,1091,,,,,0.734479412,0.042923071
1093,0,1093,1,-10.87305064,-34.4662606,9.91292,4.95646 Kilometer,4956.46,1092,,,,,0.738112589,0.043343496
1094,0,1094,1,3.186895108,-40.7132622,9.8957,4.94785 Kilometer,4947.85,1093,,,,,0.73070711,0.042483319
1095,0,1095,1,12.62177541,-59.96276527,9.873479,4.9367395 Kilometer,4936.7395,1094,,,,,0.737550155,0.043273081
1096,0,1096,1,-9.590302083,-62.9654595,9.82785,4.913925 Kilometer,4913.925,1095,,,,,0.730282717,0.042430798
1097,0,1097,1,12.4123256,-68.8895623,9.82442,4.91221 Kilometer,4912.21,1096,,,,,0.733581702,0.042809218
1098,0,1098,1,20.04477521,-24.05271458,9.816016,4.908008 Kilometer,4908.008,1097,,,,,0.747794428,0.044428347
1099,0,1099,1,28.74248013,-55.1247015,9.809767,4.9048835 Kilometer,4904.8835,1098,,,,,0.775491159,0.047541587
1100,0,1100,1,34.63924063,-30.10738907,9.80387,4.901935 Kilometer,4901.935,1099,,,,,0.803181939,0.050603493
1101,0,1101,1,-7.552473858,-65.3256585,9.79043,4.895215 Kilometer,4895.215,1100,,,,,0.72553791,0.041883144
1102,0,1102,1,-8.718512334,-56.83429848,9.785335,4.8926675 Kilometer,4892.6675,1101,,,,,0.726224041,0.041961467
1103,0,1103,1,6.658401918,-50.42179904,9.78503,4.892515 Kilometer,4892.515,1102,,,,,0.72442872,0.041755653
1104,0,1104,1,-2.67642882,-67.9560601,9.77529,4.887645 Kilometer,4887.645,1103,,,,,0.721650496,0.04143669
1105,0,1105,1,-5.712259188,-68.45450061,9.771826,4.885913 Kilometer,4885.913,1104,,,,,0.722801235,0.041568577
1106,0,1106,1,4.105109258,-73.60524058,9.771718,4.885859 Kilometer,4885.859,1105,,,,,0.721920639,0.041467634
1107,0,1107,1,27.01680991,-40.4725625,9.76697,4.883485 Kilometer,4883.485,1106,,,,,0.765417012,0.046382652
1108,0,1108,1,30.10737126,-54.91066031,9.765091,4.8825455 Kilometer,4882.5455,1107,,,,,0.777703027,0.047746845
1109,0,1109,1,12.6645256,-32.0237614,9.75917,4.879585 Kilometer,4879.585,1108,,,,,0.729072764,0.042283835
1110,0,1110,1,11.52383702,-63.47175528,9.75624,4.87812 Kilometer,4878.12,1109,,,,,0.727274671,0.042078554
1111,0,1111,1,-10.16295154,-42.0636612,9.75524,4.87762 Kilometer,4877.62,1110,,,,,0.725525309,0.041878953
1112,0,1112,1,22.97851352,-28.71236,9.72987,4.864935 Kilometer,4864.935,1111,,,,,0.749161588,0.044541944
1113,0,1113,1,26.90346007,-43.42852882,9.712419,4.8562095 Kilometer,4856.2095,1112,,,,,0.760725483,0.04581969
1114,0,1114,1,22.20321549,-33.0923592,9.69548,4.84774 Kilometer,4847.74,1113,,,,,0.744289776,0.043979325
1115,0,1115,1,7.155519678,-72.55707479,9.666702,4.833351 Kilometer,4833.351,1114,,,,,0.716046002,0.040794588
1116,0,1116,1,-10.3998509,-52.2503602,9.65895,4.829475 Kilometer,4829.475,1115,,,,,0.718636028,0.041086954
1117,0,1117,1,-7.503877941,-64.02069172,9.658651,4.8293255 Kilometer,4829.3255,1116,,,,,0.715731181,0.040758528
1118,0,1118,1,-1.033250601,-49.1620614,9.64047,4.820235 Kilometer,4820.235,1117,,,,,0.711366331,0.040264033
1119,0,1119,1,29.34421451,-47.22382806,9.636438,4.818219 Kilometer,4818.219,1118,,,,,0.764236808,0.046144572
1120,0,1120,1,3.567894913,-44.8290612,9.62345,4.811725 Kilometer,4811.725,1119,,,,,0.710742326,0.040193369
1121,0,1121,1,2.575785721,-38.67095511,9.619507,4.8097535 Kilometer,4809.7535,1120,,,,,0.710120727,0.040123136
1122,0,1122,1,-6.112495583,-28.2015606,9.58712,4.79356 Kilometer,4793.56,1121,,,,,0.70939524,0.040040651
1123,0,1123,1,27.15270946,-22.2363602,9.57788,4.78894 Kilometer,4788.94,1122,,,,,0.751092045,0.044657907
1124,0,1124,1,17.89081998,-70.1988579,9.57323,4.786615 Kilometer,4786.615,1123,,,,,0.724403826,0.041714913
1125,0,1125,1,1.49067525,-59.77493432,9.56853,4.784265 Kilometer,4784.265,1124,,,,,0.70611938,0.039672186
1126,0,1126,1,10.19920711,-72.69242014,9.566359,4.7831795 Kilometer,4783.1795,1125,,,,,0.711517333,0.040277224
1127,0,1127,1,-1.332640332,-43.8602616,9.55145,4.775725 Kilometer,4775.725,1126,,,,,0.704834983,0.039527994
1128,0,1128,1,11.56055952,-27.86489341,9.53424,4.76712 Kilometer,4767.12,1127,,,,,0.710771747,0.04019035
1129,0,1129,1,26.68671071,-44.2712609,9.52973,4.764865 Kilometer,4764.865,1128,,,,,0.745642463,0.044027826
1130,0,1130,1,17.10947868,-60.15977318,9.529015,4.7645075 Kilometer,4764.5075,1129,,,,,0.719454551,0.04115314
1131,0,1131,1,4.346984136,-50.6885621,9.52667,4.763335 Kilometer,4763.335,1130,,,,,0.703925601,0.03942594
1132,0,1132,1,-5.382226478,-49.1268593,9.51183,4.755915 Kilometer,4755.915,1131,,,,,0.70337117,0.039363693
1133,0,1133,1,18.0974202,-32.0003602,9.50782,4.75391 Kilometer,4753.91,1132,,,,,0.719891555,0.041195038
1134,0,1134,1,7.55088625,-30.84772869,9.489146,4.744573 Kilometer,4744.573,1133,,,,,0.703208156,0.039344618
1135,0,1135,1,27.91798464,-22.9295493,9.477902,4.738951 Kilometer,4738.951,1134,,,,,0.746077153,0.04403588
1136,0,1136,1,7.290841471,-22.4712597,9.47697,4.738485 Kilometer,4738.485,1135,,,,,0.702096333,0.039220377
1137,0,1137,1,2.489005948,-49.1092621,9.45799,4.728995 Kilometer,4728.995,1136,,,,,0.698172734,0.038784189
1138,0,1138,1,31.99275722,-26.82649961,9.429558735,4.7147793675 Kilometer,4714.779368,1137,,,,,0.759324968,0.045412471
1139,0,1139,1,5.312393615,-22.3244606,9.42631,4.713155 Kilometer,4713.155,1138,,,,,0.6970067,0.038654493
1140,0,1140,1,12.04039447,-40.79193117,9.42398,4.71199 Kilometer,4711.99,1139,,,,,0.703176028,0.03933477
1141,0,1141,1,-4.610107318,-68.3904625,9.40258,4.70129 Kilometer,4701.29,1140,,,,,0.694881207,0.038419218
1142,0,1142,1,10.32076224,-34.96112372,9.39946,4.69973 Kilometer,4699.73,1141,,,,,0.699239114,0.038898888
1143,0,1143,1,15.00772403,-40.8952614,9.39928,4.69964 Kilometer,4699.64,1142,,,,,0.705809695,0.039619428
1144,0,1144,1,11.25593368,-39.2593579,9.368779,4.6843895 Kilometer,4684.3895,1143,,,,,0.698055933,0.038765742
1145,0,1145,1,32.4712265,-26.12189632,9.362385,4.6811925 Kilometer,4681.1925,1144,,,,,0.756151093,0.045003936
1146,0,1146,1,3.743695038,-49.6141602,9.36052,4.68026 Kilometer,4680.26,1145,,,,,0.691389545,0.038034102
1147,0,1147,1,26.74971135,-36.6444603,9.3514,4.6757 Kilometer,4675.7,1146,,,,,0.731907517,0.042418615
1148,0,1148,1,-10.90765117,-59.4778611,9.34797,4.673985 Kilometer,4673.985,1147,,,,,0.696084482,0.038547663
1149,0,1149,1,10.49992475,-72.86571958,9.346389,4.6731945 Kilometer,4673.1945,1148,,,,,0.695492677,0.038482827
1150,0,1150,1,20.56198584,-43.8607838,9.34383,4.671915 Kilometer,4671.915,1149,,,,,0.713067154,0.040390916
1151,0,1151,1,-9.254342945,-55.2916619,9.34346,4.67173 Kilometer,4671.73,1150,,,,,0.69394526,0.038313406
1152,0,1152,1,28.26704539,-73.4763136,9.314062,4.657031 Kilometer,4657.031,1151,,,,,0.734484451,0.042664945
1153,0,1153,1,-10.29627552,-73.38119898,9.3136,4.6568 Kilometer,4656.8,1152,,,,,0.692823966,0.038188374
1154,0,1154,1,20.05631944,-28.1428601,9.31034,4.65517 Kilometer,4655.17,1153,,,,,0.709296233,0.039971127
1155,0,1155,1,-3.46797857,-33.2626587,9.27776,4.63888 Kilometer,4638.88,1154,,,,,0.685172649,0.037353197
1156,0,1156,1,21.98561788,-26.5047604,9.27533,4.637665 Kilometer,4637.665,1155,,,,,0.711454304,0.040187812
1157,0,1157,1,8.736120035,-33.1275612,9.27181,4.635905 Kilometer,4635.905,1156,,,,,0.688126385,0.037674069
1158,0,1158,1,-4.756407112,-36.491861,9.26275,4.631375 Kilometer,4631.375,1157,,,,,0.684618459,0.037292677
1159,0,1159,1,-9.416573459,-35.3821618,9.25387,4.626935 Kilometer,4626.935,1158,,,,,0.687452922,0.037599688
1160,0,1160,1,-5.876372114,-73.12800523,9.247659,4.6238295 Kilometer,4623.8295,1159,,,,,0.684127042,0.037238938
1161,0,1161,1,36.45249957,-39.22739156,9.23879,4.619395 Kilometer,4619.395,1160,,,,,0.766822435,0.045965207
