OBJECTID,Join_Count,TARGET_FID,Field1,lat,lon,diam,radius,BUFF_DIST,ORIG_FID,Group_ID,Central_La,Central_Lo,Geodesic_a,Shape_Length,Shape_Area
1617,0,1617,1,13.35113297,-55.9786622,6.09728,3.04864 Kilometer,3048.64,1616,,,,,0.456130499,0.016548234
1618,0,1618,1,1.878777652,-36.34506,6.09319,3.046595 Kilometer,3046.595,1617,,,,,0.449680222,0.016088043
1619,0,1619,1,20.44203035,-39.0575615,6.09146,3.04573 Kilometer,3045.73,1618,,,,,0.464656736,0.017150287
1620,0,1620,1,-1.91135664,-67.06207409,6.086962,3.043481 Kilometer,3043.481,1619,,,,,0.449224821,0.016055474
1621,0,1621,1,3.204487136,-49.4203621,6.08695,3.043475 Kilometer,3043.475,1620,,,,,0.449450649,0.016071607
1622,0,1622,1,9.395515963,-54.95766966,6.082852,3.041426 Kilometer,3041.426,1621,,,,,0.451852972,0.016242776
1623,0,1623,1,-4.642381106,-57.77145568,6.082782,3.041391 Kilometer,3041.391,1622,,,,,0.449530311,0.016077254
1624,0,1624,1,3.199384472,-61.59739066,6.08098,3.04049 Kilometer,3040.49,1623,,,,,0.449008715,0.016040017
1625,0,1625,1,-9.584527871,-29.5285603,6.06659,3.033295 Kilometer,3033.295,1624,,,,,0.450770537,0.016164957
1626,0,1626,1,-5.312079667,-65.8247582,6.04524,3.02262 Kilometer,3022.62,1625,,,,,0.446983969,0.015895587
1627,0,1627,1,20.99672914,-70.23406,6.04475,3.022375 Kilometer,3022.375,1626,,,,,0.461981133,0.016950234
1628,0,1628,1,-0.434376448,-42.0519616,6.04062,3.02031 Kilometer,3020.31,1627,,,,,0.445687071,0.01580359
1629,0,1629,1,-11.04605713,-47.5650612,6.03846,3.01923 Kilometer,3019.23,1628,,,,,0.449736012,0.016089926
1630,0,1630,1,-8.325928206,-22.7882611,6.03208,3.01604 Kilometer,3016.04,1629,,,,,0.447423239,0.015926228
1631,0,1631,1,22.02372924,-28.6184613,6.0265,3.01325 Kilometer,3013.25,1630,,,,,0.462303701,0.016967362
1632,0,1632,1,-7.02246912,-65.0027596,6.02575,3.012875 Kilometer,3012.875,1631,,,,,0.446264507,0.015844173
1633,0,1633,1,36.18695948,-68.18310046,6.02484,3.01242 Kilometer,3012.42,1632,,,,,0.499056627,0.019477971
1634,0,1634,1,28.7503267,-22.2833611,6.0219,3.01095 Kilometer,3010.95,1633,,,,,0.476048188,0.017913536
1635,0,1635,1,30.79558087,-34.69012855,6.01342,3.00671 Kilometer,3006.71,1634,,,,,0.480777178,0.018231709
1636,0,1636,1,-11.31095726,-64.6974617,6.00822,3.00411 Kilometer,3004.11,1635,,,,,0.447690386,0.015943623
1637,0,1637,1,5.767276711,-61.76406065,6.003563,3.0017815 Kilometer,3001.7815,1636,,,,,0.444073242,0.01568914
1638,0,1638,1,4.87375664,-67.0459572,5.99422,2.99711 Kilometer,2997.11,1637,,,,,0.443059249,0.015617647
1639,0,1639,1,-5.195129648,-65.9597603,5.99112,2.99556 Kilometer,2995.56,1638,,,,,0.442939853,0.015609208
1640,0,1640,1,17.68230606,-59.72687717,5.985519,2.9927595 Kilometer,2992.7595,1639,,,,,0.452629986,0.016285436
1641,0,1641,1,34.53684206,-32.81237612,5.98234,2.99117 Kilometer,2991.17,1640,,,,,0.489736402,0.018815584
1642,0,1642,1,33.82030309,-35.22662924,5.97825,2.989125 Kilometer,2989.125,1641,,,,,0.487035547,0.01863097
1643,0,1643,1,-11.47795705,-35.4643609,5.97437,2.987185 Kilometer,2987.185,1642,,,,,0.445300842,0.015773741
1644,0,1644,1,12.05653411,-29.493261,5.96213,2.981065 Kilometer,2981.065,1643,,,,,0.444863641,0.015742254
1645,0,1645,1,7.6750957,-73.6100594,5.96211,2.981055 Kilometer,2981.055,1644,,,,,0.441877811,0.015534072
1646,0,1646,1,7.721645483,-67.7211586,5.96146,2.98073 Kilometer,2980.73,1645,,,,,0.441854065,0.015532391
1647,0,1647,1,-7.744528603,-60.6580597,5.96093,2.980465 Kilometer,2980.465,1646,,,,,0.441826845,0.015530472
1648,0,1648,1,29.06587874,-25.5557332,5.950595,2.9752975 Kilometer,2975.2975,1647,,,,,0.471198487,0.0175451
1649,0,1649,1,16.57056929,-32.69550119,5.941946,2.970973 Kilometer,2970.973,1648,,,,,0.447948018,0.015953515
1650,0,1650,1,12.02213416,-68.8366601,5.93838,2.96919 Kilometer,2969.19,1649,,,,,0.443062696,0.015615087
1651,0,1651,1,8.042605865,-21.53768977,5.935225,2.9676125 Kilometer,2967.6125,1650,,,,,0.440081399,0.015407928
1652,0,1652,1,34.8400618,-41.54662939,5.93323,2.966615 Kilometer,2966.615,1651,,,,,0.486735513,0.018575712
1653,0,1653,1,23.01102989,-28.9942605,5.929,2.9645 Kilometer,2964.5,1652,,,,,0.456547905,0.01654041
1654,0,1654,1,15.74383253,-46.6608597,5.92199,2.960995 Kilometer,2960.995,1653,,,,,0.445482411,0.015780311
1655,0,1655,1,7.180175631,-74.484861,5.91428,2.95714 Kilometer,2957.14,1654,,,,,0.43808382,0.015268517
1656,0,1656,1,-4.334980217,-24.96656,5.91402,2.95701 Kilometer,2957.01,1655,,,,,0.436964619,0.015190908
1657,0,1657,1,23.76012947,-45.6334588,5.89559,2.947795 Kilometer,2947.795,1656,,,,,0.4553431,0.016447254
1658,0,1658,1,31.88229032,-52.93881645,5.89017,2.945085 Kilometer,2945.085,1657,,,,,0.473972183,0.017695095
1659,0,1659,1,15.04743317,-37.0202614,5.8876,2.9438 Kilometer,2943.8,1658,,,,,0.442134579,0.015545449
1660,0,1660,1,-0.692723363,-40.0909592,5.87647,2.938235 Kilometer,2938.235,1659,,,,,0.433583852,0.014956802
1661,0,1661,1,27.70595217,-60.74557181,5.875595,2.9377975 Kilometer,2937.7975,1660,,,,,0.462000273,0.016887485
1662,0,1662,1,-3.192470458,-50.8236596,5.86775,2.933875 Kilometer,2933.875,1661,,,,,0.433261159,0.014934533
1663,0,1663,1,21.96933023,-47.383062,5.86524,2.93262 Kilometer,2932.62,1662,,,,,0.44984117,0.016065188
1664,0,1664,1,26.82700999,-30.74808765,5.853779,2.9268895 Kilometer,2926.8895,1663,,,,,0.458309069,0.016630301
1665,0,1665,1,-11.2994571,-70.5393578,5.84524,2.92262 Kilometer,2922.62,1664,,,,,0.435536593,0.015089659
1666,0,1666,1,28.94549021,-37.76806501,5.835842,2.917921 Kilometer,2917.921,1665,,,,,0.461813992,0.016855037
1667,0,1667,1,13.22543348,-39.6036622,5.82709,2.913545 Kilometer,2913.545,1666,,,,,0.43580028,0.015105957
1668,0,1668,1,-0.51657943,-29.4404599,5.82303,2.911515 Kilometer,2911.515,1667,,,,,0.429633107,0.01468542
1669,0,1669,1,-0.868861305,-49.1444603,5.82259,2.911295 Kilometer,2911.295,1668,,,,,0.429616613,0.014684293
1670,0,1670,1,11.10173408,-41.6644608,5.8202,2.9101 Kilometer,2910.1,1669,,,,,0.433519731,0.014950321
1671,0,1671,1,21.76223054,-24.3735615,5.82014,2.91007 Kilometer,2910.07,1670,,,,,0.446039607,0.015796027
1672,0,1672,1,26.51352742,-37.4371621,5.81724,2.90862 Kilometer,2908.62,1671,,,,,0.454769451,0.016378141
1673,0,1673,1,-3.309720437,-32.3995606,5.81352,2.90676 Kilometer,2906.76,1672,,,,,0.429281113,0.014661352
1674,0,1674,1,4.259175617,-54.70359329,5.809214,2.904607 Kilometer,2904.607,1673,,,,,0.429198712,0.014655697
1675,0,1675,1,24.50502912,-56.3602616,5.80786,2.90393 Kilometer,2903.93,1674,,,,,0.449964499,0.016054524
1676,0,1676,1,32.96311039,-50.17441405,5.803895,2.9019475 Kilometer,2901.9475,1675,,,,,0.470191575,0.017387492
1677,0,1677,1,31.56935298,-27.48569065,5.80269,2.901345 Kilometer,2901.345,1676,,,,,0.466049176,0.017115368
1678,0,1678,1,28.81722783,-54.1232621,5.80133,2.900665 Kilometer,2900.665,1677,,,,,0.458771431,0.016635717
1679,0,1679,1,-7.738708961,-74.3028618,5.79908,2.89954 Kilometer,2899.54,1678,,,,,0.429825863,0.014698139
1680,0,1680,1,22.30008367,-29.31497013,5.790759,2.8953795 Kilometer,2895.3795,1679,,,,,0.444679622,0.015696461
1681,0,1681,1,24.96902969,-29.3758599,5.78624,2.89312 Kilometer,2893.12,1680,,,,,0.449186989,0.015994788
1682,0,1682,1,6.591386056,-21.6198613,5.78487,2.892435 Kilometer,2892.435,1681,,,,,0.428230083,0.014589422
1683,0,1683,1,27.20502883,-26.0468613,5.7818,2.8909 Kilometer,2890.9,1682,,,,,0.453500764,0.016278384
1684,0,1684,1,10.40363429,-31.9181611,5.78043,2.890215 Kilometer,2890.215,1683,,,,,0.430052996,0.014712623
1685,0,1685,1,-7.104059007,-24.5026604,5.77848,2.88924 Kilometer,2889.24,1684,,,,,0.427988176,0.014572859
1686,0,1686,1,-9.787107658,-73.6922585,5.76718,2.88359 Kilometer,2883.59,1685,,,,,0.428651595,0.01461722
1687,0,1687,1,5.917250355,-64.03377779,5.763493,2.8817465 Kilometer,2881.7465,1686,,,,,0.426371408,0.014463134
1688,0,1688,1,8.591015768,-49.7374588,5.75804,2.87902 Kilometer,2879.02,1687,,,,,0.427243178,0.0145218
1689,0,1689,1,18.03603201,-47.3536622,5.74421,2.872105 Kilometer,2872.105,1688,,,,,0.434828644,0.015028437
1690,0,1690,1,30.80960453,-48.81059741,5.740506,2.870253 Kilometer,2870.253,1689,,,,,0.458993093,0.016616577
1691,0,1691,1,-9.787107692,-56.4717614,5.7384,2.8692 Kilometer,2869.2,1690,,,,,0.426511669,0.014471583
1692,0,1692,1,-3.573470377,-64.5506569,5.73479,2.867395 Kilometer,2867.395,1691,,,,,0.423525427,0.014270776
1693,0,1693,1,-6.649359208,-48.6453606,5.73123,2.865615 Kilometer,2865.615,1692,,,,,0.424283555,0.014321688
1694,0,1694,1,-6.93504941,-57.3583619,5.72782,2.86391 Kilometer,2863.91,1693,,,,,0.424157709,0.014313148
1695,0,1695,1,2.296682534,-29.36393399,5.726464,2.863232 Kilometer,2863.232,1694,,,,,0.422668749,0.014213119
1696,0,1696,1,16.97979762,-24.66105827,5.7252,2.8626 Kilometer,2862.6,1695,,,,,0.43208571,0.014842449
1697,0,1697,1,18.62133233,-35.77556,5.72481,2.862405 Kilometer,2862.405,1696,,,,,0.434121825,0.014977582
1698,0,1698,1,18.01933137,-69.6645638,5.72107,2.860535 Kilometer,2860.535,1697,,,,,0.433054826,0.01490607
1699,0,1699,1,32.04486029,-65.69986868,5.72023,2.860115 Kilometer,2860.115,1698,,,,,0.460753349,0.016718084
1700,0,1700,1,1.456187785,-51.1876618,5.71564,2.85782 Kilometer,2857.82,1699,,,,,0.421768425,0.014152636
1701,0,1701,1,35.27856214,-42.47705291,5.71509,2.857545 Kilometer,2857.545,1700,,,,,0.470287468,0.017327469
1702,0,1702,1,1.749667784,-41.699659,5.71482,2.85741 Kilometer,2857.41,1701,,,,,0.421738149,0.014150604
1703,0,1703,1,11.29173476,-47.365461,5.7107,2.85535 Kilometer,2855.35,1702,,,,,0.425504407,0.014402408
1704,0,1704,1,11.98193434,-54.4638611,5.69655,2.848275 Kilometer,2848.275,1703,,,,,0.424985132,0.014366722
1705,0,1705,1,4.537958702,-60.47853203,5.695971,2.8479855 Kilometer,2847.9855,1704,,,,,0.420910169,0.014095045
1706,0,1706,1,22.2359302,-57.9924599,5.69534,2.84767 Kilometer,2847.67,1705,,,,,0.437245365,0.015176359
1707,0,1707,1,12.1082342,-49.98406,5.69388,2.84694 Kilometer,2846.94,1706,,,,,0.424887521,0.01436001
1708,0,1708,1,-5.580959708,-55.9316613,5.69029,2.845145 Kilometer,2845.145,1707,,,,,0.42083036,0.014089633
1709,0,1709,1,14.54783333,-48.0934617,5.68867,2.844335 Kilometer,2844.335,1708,,,,,0.426689962,0.014479086
1710,0,1710,1,-7.039959319,-44.9993607,5.67427,2.837135 Kilometer,2837.135,1709,,,,,0.420239629,0.014049922
1711,0,1711,1,27.95972862,-73.66876,5.66677,2.833385 Kilometer,2833.385,1710,,,,,0.446147858,0.015744955
1712,0,1712,1,21.66953,-27.2621609,5.66589,2.832945 Kilometer,2832.945,1711,,,,,0.434069881,0.014960086
1713,0,1713,1,36.07709832,-30.90447581,5.65878,2.82939 Kilometer,2829.39,1712,,,,,0.468351995,0.017158548
1714,0,1714,1,-6.392669254,-72.6471611,5.65802,2.82901 Kilometer,2829.01,1713,,,,,0.418756051,0.013950992
1715,0,1715,1,24.49972912,-29.4991604,5.65053,2.825265 Kilometer,2825.265,1714,,,,,0.437764616,0.01519574
1716,0,1716,1,0.44230534,-50.03580027,5.647178,2.823589 Kilometer,2823.589,1715,,,,,0.416655383,0.013811575
1717,0,1717,1,5.540376327,-58.644159,5.63889,2.819445 Kilometer,2819.445,1716,,,,,0.417013773,0.013835177
1718,0,1718,1,-1.925460971,-67.8092629,5.63827,2.819135 Kilometer,2819.135,1717,,,,,0.416108632,0.013775295
1719,0,1719,1,32.62126293,-40.30805725,5.63207,2.816035 Kilometer,2816.035,1718,,,,,0.455280285,0.016310142
1720,0,1720,1,10.46713487,-57.1176621,5.62245,2.811225 Kilometer,2811.225,1719,,,,,0.418341177,0.01392204
1721,0,1721,1,-10.4633581,-46.6139618,5.62226,2.81113 Kilometer,2811.13,1720,,,,,0.418324462,0.01392093
1722,0,1722,1,10.54223484,-41.0420624,5.62109,2.810545 Kilometer,2810.545,1721,,,,,0.418291458,0.013918688
1723,0,1723,1,-0.064456493,-53.0370614,5.61357,2.806785 Kilometer,2806.785,1722,,,,,0.414168886,0.013647165
1724,0,1724,1,-11.29375833,-48.1698624,5.60661,2.803305 Kilometer,2803.305,1723,,,,,0.417749326,0.013882151
1725,0,1725,1,18.34843121,-71.2615639,5.60641,2.803205 Kilometer,2803.205,1724,,,,,0.424790745,0.014341491
1726,0,1726,1,6.830486121,-67.650663,5.60152,2.80076 Kilometer,2800.76,1725,,,,,0.414758161,0.013685766
1727,0,1727,1,6.523915544,-44.80048522,5.597087,2.7985435 Kilometer,2798.5435,1726,,,,,0.414299483,0.013655557
1728,0,1728,1,25.66972892,-48.1698624,5.59679,2.798395 Kilometer,2798.395,1727,,,,,0.435832362,0.015051149
1729,0,1729,1,-10.60775768,-66.7641579,5.59607,2.798035 Kilometer,2798.035,1728,,,,,0.416474631,0.013798003
1730,0,1730,1,-10.65385837,-69.0832573,5.59523,2.797615 Kilometer,2797.615,1729,,,,,0.41644397,0.013795944
1731,0,1731,1,32.40149779,-35.37991515,5.59431,2.797155 Kilometer,2797.155,1730,,,,,0.451605232,0.016052882
1732,0,1732,1,19.09688422,-62.87815368,5.593235,2.7966175 Kilometer,2796.6175,1731,,,,,0.424770017,0.014337503
1733,0,1733,1,27.42932781,-73.5337578,5.59076,2.79538 Kilometer,2795.38,1732,,,,,0.438997488,0.015250997
1734,0,1734,1,34.20152574,-40.89820801,5.58152,2.79076 Kilometer,2790.76,1733,,,,,0.455876331,0.016312816
1735,0,1735,1,22.51282981,-30.8201615,5.58075,2.790375 Kilometer,2790.375,1734,,,,,0.428898568,0.01460071
1736,0,1736,1,-3.514870563,-68.8777596,5.57936,2.78968 Kilometer,2789.68,1735,,,,,0.412032733,0.013506735
1737,0,1737,1,32.68579771,-42.11683102,5.57664,2.78832 Kilometer,2788.32,1736,,,,,0.450983099,0.016002224
1738,0,1738,1,-9.236968677,-71.6783577,5.56821,2.784105 Kilometer,2784.105,1737,,,,,0.41352508,0.013603901
1739,0,1739,1,-7.645609111,-26.986261,5.56358,2.78179 Kilometer,2781.79,1738,,,,,0.412323516,0.013525419
1740,0,1740,1,-0.72208038,-26.3404614,5.56189,2.780945 Kilometer,2780.945,1739,,,,,0.410372104,0.013398099
1741,0,1741,1,13.43683383,-50.8764588,5.56113,2.780565 Kilometer,2780.565,1740,,,,,0.416093444,0.013770313
1742,0,1742,1,17.26943309,-33.9906594,5.56097,2.780485 Kilometer,2780.485,1741,,,,,0.420028391,0.014024853
1743,0,1743,1,10.27837068,-72.81454977,5.557799,2.7788995 Kilometer,2778.8995,1742,,,,,0.413404577,0.013595508
1744,0,1744,1,-2.365530746,-47.770559,5.55758,2.77879 Kilometer,2778.79,1743,,,,,0.410212693,0.013387688
1745,0,1745,1,8.660675259,-27.684961,5.54967,2.774835 Kilometer,2774.835,1744,,,,,0.411818937,0.013492074
1746,0,1746,1,7.15104596,-68.8484627,5.54653,2.773265 Kilometer,2773.265,1745,,,,,0.410827344,0.013427479
1747,0,1747,1,4.376267067,-52.7493607,5.54618,2.77309 Kilometer,2773.09,1746,,,,,0.409794376,0.013360304
1748,0,1748,1,32.49205466,-26.5199894,5.53769,2.768845 Kilometer,2768.845,1747,,,,,0.447286745,0.01574527
1749,0,1749,1,-11.44915768,-60.0650612,5.52908,2.76454 Kilometer,2764.54,1748,,,,,0.412085766,0.013508128
1750,0,1750,1,31.91482875,-31.66273177,5.52206,2.76103 Kilometer,2761.03,1749,,,,,0.444435644,0.015557486
1751,0,1751,1,20.16663175,-40.0909592,5.51688,2.75844 Kilometer,2758.44,1750,,,,,0.420430928,0.014041821
1752,0,1752,1,15.22883309,-40.4255616,5.51688,2.75844 Kilometer,2758.44,1751,,,,,0.414473954,0.013660675
1753,0,1753,1,-0.0468411,-39.2278611,5.51158,2.75579 Kilometer,2755.79,1752,,,,,0.406643184,0.013155663
1754,0,1754,1,21.79493088,-30.0921608,5.50736,2.75368 Kilometer,2753.68,1753,,,,,0.422117292,0.014146749
1755,0,1755,1,-6.20006973,-74.6492592,5.50637,2.753185 Kilometer,2753.185,1754,,,,,0.407454728,0.013208055
1756,0,1756,1,2.952357444,-33.0453621,5.5043,2.75215 Kilometer,2752.15,1755,,,,,0.406375913,0.013138367
1757,0,1757,1,-6.596859605,-66.6584603,5.50209,2.751045 Kilometer,2751.045,1756,,,,,0.407296888,0.013197776
1758,0,1758,1,3.972187121,-44.4885613,5.49839,2.749195 Kilometer,2749.195,1757,,,,,0.406158532,0.013124294
1759,0,1759,1,-6.923389503,-59.5542618,5.49837,2.749185 Kilometer,2749.185,1758,,,,,0.407159736,0.013188842
1760,0,1760,1,-0.563551436,-65.9069573,5.48795,2.743975 Kilometer,2743.975,1759,,,,,0.404909493,0.013043726
1761,0,1761,1,29.88182848,-40.6897599,5.48381,2.741905 Kilometer,2741.905,1760,,,,,0.436164758,0.015020301
1762,0,1762,1,20.03433251,-43.8309609,5.47114,2.73557 Kilometer,2735.57,1761,,,,,0.416760749,0.013798282
1763,0,1763,1,24.91457726,-29.22207509,5.465232,2.732616 Kilometer,2732.616,1762,,,,,0.424163931,0.01426266
1764,0,1764,1,17.15949889,-22.59435827,5.4634,2.7317 Kilometer,2731.7,1763,,,,,0.412531093,0.01352887
1765,0,1765,1,29.42772916,-44.335859,5.45832,2.72916 Kilometer,2729.16,1764,,,,,0.433056434,0.014813992
1766,0,1766,1,29.49412775,-26.0703598,5.45475,2.727375 Kilometer,2727.375,1765,,,,,0.432929534,0.014804309
1767,0,1767,1,19.0493323,-51.9685608,5.45438,2.72719 Kilometer,2727.19,1766,,,,,0.414162094,0.013630445
1768,0,1768,1,-3.977740371,-36.0514618,5.44807,2.724035 Kilometer,2724.035,1767,,,,,0.402441983,0.012885152
1769,0,1769,1,-9.50346826,-70.5217568,5.41279,2.706395 Kilometer,2706.395,1768,,,,,0.402136959,0.012864734
1770,0,1770,1,21.72403126,-44.5296608,5.40996,2.70498 Kilometer,2704.98,1769,,,,,0.414543044,0.013643937
1771,0,1771,1,-1.408961181,-25.34226,5.40978,2.70489 Kilometer,2704.89,1770,,,,,0.399191862,0.012677899
1772,0,1772,1,1.937467789,-32.3056618,5.40836,2.70418 Kilometer,2704.18,1771,,,,,0.399140869,0.012674659
1773,0,1773,1,17.54403243,-50.0955597,5.40198,2.70099 Kilometer,2700.99,1772,,,,,0.408335392,0.013254049
1774,0,1774,1,-3.977740394,-49.8959595,5.39835,2.699175 Kilometer,2699.175,1773,,,,,0.39876923,0.012651041
1775,0,1775,1,12.06803434,-23.6220604,5.38992,2.69496 Kilometer,2694.96,1774,,,,,0.402172307,0.012865508
1776,0,1776,1,25.3570294,-74.2089592,5.38696,2.69348 Kilometer,2693.48,1775,,,,,0.418902904,0.013907234
1777,0,1777,1,19.07703285,-65.9538628,5.38105,2.690525 Kilometer,2690.525,1776,,,,,0.408628725,0.013268512
1778,0,1778,1,10.16673556,-31.9944607,5.37565,2.687825 Kilometer,2687.825,1777,,,,,0.399783098,0.012714287
1779,0,1779,1,15.39313331,-56.5833603,5.36299,2.681495 Kilometer,2681.495,1778,,,,,0.403074093,0.012919223
1780,0,1780,1,35.26755582,-29.54023119,5.36106,2.68053 Kilometer,2680.53,1779,,,,,0.441117604,0.015244764
1781,0,1781,1,19.31769928,-43.66373095,5.359826,2.679913 Kilometer,2679.913,1780,,,,,0.407326657,0.013183205
1782,0,1782,1,26.00263055,-70.9855629,5.35786,2.67893 Kilometer,2678.93,1781,,,,,0.417857473,0.013832011
1783,0,1783,1,-3.127980571,-45.8389603,5.35402,2.67701 Kilometer,2677.01,1782,,,,,0.395311463,0.012432559
1784,0,1784,1,30.65721795,-34.2455994,5.3454,2.6727 Kilometer,2672.7,1783,,,,,0.427021343,0.014384582
1785,0,1785,1,-4.510610057,-46.6432587,5.34538,2.67269 Kilometer,2672.69,1784,,,,,0.394992128,0.012412447
1786,0,1786,1,20.81573134,-58.2273613,5.34453,2.672265 Kilometer,2672.265,1785,,,,,0.408200194,0.013233867
1787,0,1787,1,34.80161415,-37.04306731,5.34197,2.670985 Kilometer,2670.985,1786,,,,,0.438108636,0.015050204
1788,0,1788,1,20.9748309,-54.3757607,5.33887,2.669435 Kilometer,2669.435,1787,,,,,0.407995119,0.013219859
1789,0,1789,1,9.559335796,-36.6092621,5.3364,2.6682 Kilometer,2668.2,1788,,,,,0.396493599,0.01250612
1790,0,1790,1,2.454005777,-62.87625977,5.331983,2.6659915 Kilometer,2665.9915,1789,,,,,0.393571404,0.012323357
1791,0,1791,1,-11.35125848,-69.7291619,5.33157,2.665785 Kilometer,2665.785,1790,,,,,0.397294077,0.012555751
1792,0,1792,1,-6.427679888,-29.7985608,5.32826,2.66413 Kilometer,2664.13,1791,,,,,0.39436052,0.012372643
1793,0,1793,1,-5.446813904,-44.94037164,5.319639,2.6598195 Kilometer,2659.8195,1792,,,,,0.393370695,0.0123107
1794,0,1794,1,9.547755424,-67.2573601,5.31385,2.656925 Kilometer,2656.925,1793,,,,,0.394811353,0.012400228
1795,0,1795,1,0.346569282,-52.884462,5.31301,2.656505 Kilometer,2656.505,1794,,,,,0.391994599,0.012224814
1796,0,1796,1,17.25479986,-26.20722675,5.31244,2.65622 Kilometer,2656.22,1795,,,,,0.401237569,0.012797937
1797,0,1797,1,-1.021511312,-23.0231606,5.31225,2.656125 Kilometer,2656.125,1796,,,,,0.391966091,0.012223036
1798,0,1798,1,-1.954801135,-40.9129616,5.30999,2.654995 Kilometer,2654.995,1797,,,,,0.391882269,0.012217807
1799,0,1799,1,16.6854342,-64.6915642,5.30583,2.652915 Kilometer,2652.915,1798,,,,,0.400110914,0.012727455
1800,0,1800,1,4.464087265,-50.3539597,5.29704,2.64852 Kilometer,2648.52,1799,,,,,0.391407586,0.012188186
1801,0,1801,1,5.826686667,-22.4594609,5.28572,2.64286 Kilometer,2642.86,1800,,,,,0.390990863,0.012162166
1802,0,1802,1,15.94255512,-55.18215824,5.28264,2.64132 Kilometer,2641.32,1801,,,,,0.397583743,0.012568655
1803,0,1803,1,-3.848870486,-67.9149605,5.27837,2.639185 Kilometer,2639.185,1802,,,,,0.38987558,0.01209298
1804,0,1804,1,13.22700234,-30.66549341,5.26769,2.633845 Kilometer,2633.845,1803,,,,,0.393960793,0.012344411
1805,0,1805,1,-1.620271243,-52.3618599,5.26249,2.631245 Kilometer,2631.245,1804,,,,,0.388340477,0.011997906
1806,0,1806,1,5.920146755,-66.3179604,5.2622,2.6311 Kilometer,2631.1,1805,,,,,0.389282997,0.012056087
1807,0,1807,1,-0.556615129,-45.10257393,5.253176,2.626588 Kilometer,2626.588,1806,,,,,0.387584788,0.011951258
1808,0,1808,1,25.61142992,-21.6081597,5.25143,2.625715 Kilometer,2625.715,1807,,,,,0.408827493,0.013244026
1809,0,1809,1,4.370416916,-45.5336625,5.24936,2.62468 Kilometer,2624.68,1808,,,,,0.38785903,0.011968139
1810,0,1810,1,14.12113451,-39.7327591,5.24808,2.62404 Kilometer,2624.04,1809,,,,,0.393255274,0.012299175
1811,0,1811,1,7.897573795,-51.35419724,5.242917,2.6214585 Kilometer,2621.4585,1810,,,,,0.388672947,0.01201805
1812,0,1812,1,15.44973411,-68.4902627,5.24175,2.620875 Kilometer,2620.875,1811,,,,,0.394015333,0.012344851
1813,0,1813,1,9.975985583,-26.4049603,5.23289,2.616445 Kilometer,2616.445,1812,,,,,0.389048078,0.012040622
1814,0,1814,1,-6.299299694,-47.8292595,5.23276,2.61638 Kilometer,2616.38,1813,,,,,0.387242819,0.011930014
1815,0,1815,1,-7.028299587,-49.0504624,5.22498,2.61249 Kilometer,2612.49,1814,,,,,0.386956042,0.01191226
1816,0,1816,1,24.12945768,-59.20078941,5.219425,2.6097125 Kilometer,2609.7125,1815,,,,,0.403730398,0.012927145
